onset	duration	trial_type	trial_type_2	response_time	identifier	database
0.056	3.5	Congruent	-	-0.099	M9FS_6104	DEFSS
4.607	2	Congruent	-	0.933	F13HA_5265	DEFSS
7.67	2.5	Incongruent	pCI	0.722	M4HA_4877	DEFSS
11.253	3	Incongruent	pII	0.68	F7FS_4016	DEFSS
15.328	4	Congruent	-	0.59	F30HS_8495	DEFSS
20.398	2.5	Congruent	-	0.787	M4FA_4941	DEFSS
23.97	2	Incongruent	pCI	0.887	F32FA_8053	DEFSS
27.036	4	Incongruent	pII	0.671	M10HS_6767	DEFSS
32.103	3.5	Congruent	-	0.591	F23HA_7156	DEFSS
36.646	3	Congruent	-	0.838	F13FS_5292	DEFSS
40.692	3.5	Incongruent	pCI	0.569	F4HS_3664	DEFSS
45.262	4	Incongruent	pII	0.672	M20HA_9192	DEFSS
50.33	3	Congruent	-	0.554	F18FA_6243	DEFSS
54.402	2.5	Congruent	-	0.642	M18HS_8848	DEFSS
57.949	2	Incongruent	pCI	0.591	M14FS_7958	DEFSS
60.997	2.5	Incongruent	pII	0.693	F39HA_9433	DEFSS
64.539	2	Congruent	-	0.521	M10_FA_6823	DEFSS
67.608	3	Congruent	-	0.618	F12HS_5000	DEFSS
71.654	3.5	Incongruent	pCI	0.657	M17FA_8799	DEFSS
76.226	4	Incongruent	pII	0.834	F2FS_3470	DEFSS
81.295	3	Congruent	-	0.372	M14HA_7913	DEFSS
85.364	2.5	Congruent	-	0.599	F7HA_3985	DEFSS
88.936	2	Incongruent	pCI	0.601	M2FS_4636	DEFSS
92.004	4	Incongruent	pII	0.627	F18HS_6186	DEFSS
97.074	3.5	Congruent	-	0.707	F39FA_9489	DEFSS
101.64	2.5	Congruent	-	0.7	M2HS_4493	DEFSS
105.209	3	Incongruent	pCI	0.743	F1HA_3424	DEFSS
109.281	3.5	Incongruent	pII	0.588	M6FA__5449	DEFSS
113.825	4	Congruent	-	0.661	M19FS_9117	DEFSS
118.892	2	Congruent	-	0.633	F35HS_8418	DEFSS
121.964	4	Incongruent	pCI	0.74	F16FS_5978	DEFSS
127.011	2	Incongruent	pII	0.689	M1FA_4336	DEFSS
130.058	3.5	Congruent	-	0.928	M9HA_6057	DEFSS
