onset	duration	trial_type	trial_type_2	response_time	identifier	database
0.06	3.5	Congruent	-	0.609	M9FS_6104	DEFSS
4.622	4	Congruent	-	0.703	F13HA_5265	DEFSS
9.683	2	Incongruent	pCI	0.78	M4HA_4877	DEFSS
12.782	2.5	Incongruent	pII	1.233	F7FS_4016	DEFSS
16.339	3	Congruent	-	0.567	F30HS_8495	DEFSS
20.392	4	Congruent	-	0.661	M4FA_4941	DEFSS
25.445	2	Incongruent	pCI	0.794	F32FA_8053	DEFSS
28.495	3.5	Incongruent	pII	0.807	M10HS_6767	DEFSS
33.047	2.5	Congruent	-	0.641	F23HA_7156	DEFSS
36.604	3	Congruent	-	0.701	F13FS_5292	DEFSS
40.683	4	Incongruent	pCI	0.615	F4HS_3664	DEFSS
45.729	3	Incongruent	pII	0.651	M20HA_9192	DEFSS
49.785	2.5	Congruent	-	0.605	F18FA_6243	DEFSS
53.364	3.5	Congruent	-	0.557	M18HS_8848	DEFSS
57.916	2	Incongruent	pCI	0.8	M14FS_7958	DEFSS
60.969	4	Incongruent	pII	0.542	F39HA_9433	DEFSS
66.021	2.5	Congruent	-	0.67	M10_FA_6823	DEFSS
69.582	3.5	Congruent	-	0.552	F12HS_5000	DEFSS
74.133	2	Incongruent	pCI	1.205	M17FA_8799	DEFSS
77.189	3	Incongruent	pII	0.695	F2FS_3470	DEFSS
81.263	2.5	Congruent	-	0.449	M14HA_7913	DEFSS
84.816	2	Congruent	-	0.631	F7HA_3985	DEFSS
87.873	4	Incongruent	pCI	0.674	M2FS_4636	DEFSS
92.92	3	Incongruent	pII	0.941	F18HS_6186	DEFSS
96.972	3.5	Congruent	-	0.642	F39FA_9489	DEFSS
101.525	2	Congruent	-	0.629	M2HS_4493	DEFSS
104.578	3	Incongruent	pCI	0.748	F1HA_3424	DEFSS
108.63	3.5	Incongruent	pII	0.663	M6FA__5449	DEFSS
113.181	2.5	Congruent	-	0.605	M19FS_9117	DEFSS
116.739	4	Congruent	-	0.527	F35HS_8418	DEFSS
121.794	3	Incongruent	pCI	0.708	F16FS_5978	DEFSS
125.847	4	Incongruent	pII	0.575	M1FA_4336	DEFSS
130.904	3.5	Congruent	-	0.48	M9HA_6057	DEFSS
135.454	2.5	Congruent	-	0.566	F4FA_3712	DEFSS
139.005	2	Incongruent	pCI	0.699	M15HS_8316	DEFSS
142.058	2	Incongruent	pII	0.604	F21FS_6587	DEFSS
145.11	4	Congruent	-	0.591	F19HA_6311	DEFSS
150.162	3.5	Congruent	-	0.622	M10_4FS_6817	DEFSS
154.713	3	Incongruent	pCI	0.674	F2HS_3448	DEFSS
158.789	2.5	Incongruent	pII	0.539	F10HA_4379	DEFSS
162.344	4	Congruent	-	0.694	M14FA_7960	DEFSS
167.401	3	Congruent	-	0.752	F30FA_8552	DEFSS
171.45	3.5	Incongruent	pCI	1.16	M8HA_5828	DEFSS
176.001	2	Incongruent	pII	0.769	F35FS_8451	DEFSS
179.058	2.5	Congruent	-	0.864	M1HS_4301	DEFSS
182.608	2.5	Congruent	-	0.556	F37FA_9020	DEFSS
186.159	3.5	Incongruent	pCI	0.753	M11FS_6953	DEFSS
190.71	3	Incongruent	pII	0.657	F34HA_8219	DEFSS
194.788	4	Congruent	-	0.591	F10FS_4426	DEFSS
199.84	2	Congruent	-	0.62	M16HS_8633	DEFSS
202.889	3	Incongruent	pCI	0.824	M5HA_5140	DEFSS
206.948	2	Incongruent	pII	0.811	F12FA_5062	DEFSS
209.999	3.5	Congruent	-	0.769	F16HS_5924	DEFSS
214.554	4	Congruent	-	0.684	M2FA_4644	DEFSS
219.607	2.5	Incongruent	pCI	0.823	M16FS_8676	DEFSS
223.158	3.5	Incongruent	pII	0.557	F6HA_3882	DEFSS
227.71	4	Congruent	-	0.754	F19FS_6344	DEFSS
232.762	2.5	Congruent	-	0.733	M8FA_5885	DEFSS
236.315	2	Incongruent	pCI	0.82	F32HS_7996	DEFSS
239.366	3	Incongruent	pII	0.805	M19HA_9066	DEFSS
243.417	2.5	Congruent	-	0.804	M3FS_4775	DEFSS
246.972	4	Congruent	-	0.543	F3HA_3545	DEFSS
252.028	3	Incongruent	pCI	0.615	M9FA_6121	DEFSS
256.081	2	Incongruent	pII	0.818	F14FA_5638	DEFSS
259.138	3.5	Congruent	-	0.66	M6HS_5354	DEFSS
263.693	2.5	Congruent	-	0.627	F21HS_6544	DEFSS
267.248	2	Incongruent	pCI	0.715	M17FS_8783	DEFSS
270.322	3	Incongruent	pII	0.605	F37HA_8965	DEFSS
274.374	3.5	Congruent	-	0.706	M12HA_7030	DEFSS
278.924	4	Congruent	-	0.613	F31FS_7861	DEFSS
283.984	2	Incongruent	pCI	0.586	F3FA_3605	DEFSS
287.033	4	Incongruent	pII	0.831	M3HS_4695	DEFSS
292.086	3	Congruent	-	0.639	M11FA_6969	DEFSS
296.136	3.5	Congruent	-	0.568	F14HS_5590	DEFSS
300.687	2.5	Incongruent	pCI	0.721	M12FS_7070	DEFSS
304.245	3.5	Incongruent	pII	0.774	F6FS_3906	DEFSS
308.797	2	Congruent	-	1.024	M7HA_5500	DEFSS
311.848	4	Congruent	-	0.699	F23FA_7228	DEFSS
316.907	3	Incongruent	pCI	0.683	F31HA_8583	DEFSS
320.957	2.5	Incongruent	pII	0.719	M11HS_6885	DEFSS
324.509	2.5	Congruent	-	0.636	M3FA_4789	DEFSS
328.057	2	Congruent	-	0.611	F34FS_8257	DEFSS
331.106	3	Incongruent	pCI	0.785	M17HS_8732	DEFSS
335.157	3.5	Incongruent	pII	0.798	F7FA_4040	DEFSS
339.738	4	Congruent	-	0.445	F10HS_4372	DEFSS
344.791	2	Congruent	-	0.676	M1FS_4325	DEFSS
347.843	3.5	Incongruent	pCI	0.942	M6_1FA_5445	DEFSS
352.399	4	Incongruent	pII	0.644	F35HA_8422	DEFSS
357.451	3	Congruent	-	1.017	M16HA_8638	DEFSS
361.503	2.5	Congruent	-	0.68	F12FS_5036	DEFSS
365.059	2	Incongruent	pCI	0.653	F1HS_3423	DEFSS
368.111	3.5	Incongruent	pII	0.736	M7FA_5539	DEFSS
372.663	3	Congruent	-	0.712	F34FA_8267	DEFSS
376.717	2.5	Congruent	-	0.852	M8HS_5817	DEFSS
380.267	4	Incongruent	pCI	0.776	F23FS_7205	DEFSS
385.315	2.5	Incongruent	pII	1.098	M1HA_4302	DEFSS
388.867	3	Congruent	-	0.646	M5FS_5188	DEFSS
392.947	2	Congruent	-	0.581	F18HA_6193	DEFSS
395.998	4	Incongruent	pCI	0.619	M20FA_9277	DEFSS
401.057	3.5	Incongruent	pII	0.784	F10FA_4434	DEFSS
405.61	3.5	Congruent	-	0.763	F7HS_3986	DEFSS
410.161	2.5	Congruent	-	0.608	M12HS_7022	DEFSS
413.72	3	Incongruent	pCI	1.026	M7FS_5530	DEFSS
417.77	2	Incongruent	pII	0.587	F21HA_6550	DEFSS
420.829	4	Congruent	-	0.825	M17HA_8742	DEFSS
425.882	3	Congruent	-	0.649	F39FS_9475	DEFSS
429.934	3.5	Incongruent	pCI	0.686	M11HA_6890	DEFSS
434.486	4	Incongruent	pII	0.844	F19FA_6353	DEFSS
439.536	2.5	Congruent	-	0.629	M15FA_8374	DEFSS
443.115	2	Congruent	-	-0.099	F13HS_5255	DEFSS
446.159	2.5	Incongruent	pCI	0.711	M20HS_9191	DEFSS
449.718	3	Incongruent	pII	0.494	M6FS_5422	DEFSS
453.772	3.5	Congruent	-	0.796	F16HA_5934	DEFSS
458.322	2	Congruent	-	0.691	M18FA_8913	DEFSS
461.377	4	Incongruent	pCI	0.64	F39HS_9426	DEFSS
466.427	4	Incongruent	pII	0.645	F3FS_3596	DEFSS
471.482	3	Congruent	-	0.735	M8FS_5869	DEFSS
475.533	2	Congruent	-	0.693	M4HS_4862	DEFSS
478.612	3.5	Incongruent	pCI	1.104	F2HA_3451	DEFSS
483.163	2.5	Incongruent	pII	0.813	M10HA_6772	DEFSS
486.721	4	Congruent	-	0.557	F18FS_6229	DEFSS
491.773	3.5	Congruent	-	0.637	F31HS_8581	DEFSS
496.325	2	Incongruent	pCI	0.861	M12FA_7082	DEFSS
499.382	3	Incongruent	pII	0.651	F12HA_5004	DEFSS
503.432	2.5	Congruent	-	0.626	F6FA_3922	DEFSS
506.984	2.5	Congruent	-	0.773	M5HS_5134	DEFSS
510.563	2	Incongruent	pCI	0.6	M14HS_7912	DEFSS
513.616	3	Incongruent	pII	0.755	F32FS_8041	DEFSS
517.668	3.5	Congruent	-	0.766	M19FA_9129	DEFSS
522.222	4	Congruent	-	1.031	F34HS_8209	DEFSS
527.274	4	Incongruent	pCI	0.678	M18HA_8854	DEFSS
532.325	2.5	Incongruent	pII	0.651	F16FA_5992	DEFSS
535.88	2	Congruent	-	0.553	F37FS_9007	DEFSS
538.93	3	Congruent	-	0.509	M3HA_4707	DEFSS
542.986	3.5	Incongruent	pCI	0.635	M15FS_8364	DEFSS
547.541	4	Incongruent	pII	0.981	F13FA_5314	DEFSS
552.594	3	Congruent	-	0.644	F14HA_5595	DEFSS
556.646	2.5	Congruent	-	0.496	M5FA_5198	DEFSS
560.226	2	Incongruent	pCI	0.662	F2FA_3491	DEFSS
563.278	3.5	Incongruent	pII	0.456	F23HS_7148	DEFSS
567.828	2.5	Congruent	-	0.599	M18FS_8888	DEFSS
571.381	3.5	Congruent	-	0.713	F30HA_8500	DEFSS
575.958	4	Incongruent	pCI	0.699	M7HS_5497	DEFSS
581.011	3	Incongruent	pII	0.862	F14FS_5632	DEFSS
585.068	2	Congruent	-	0.643	M2HA_4506	DEFSS
588.148	4	Congruent	-	0.596	F21FA_6608	DEFSS
593.198	3	Incongruent	pCI	0.472	F6HS_3875	DEFSS
597.25	3.5	Incongruent	pII	0.644	M19HS_9059	DEFSS
601.832	2.5	Congruent	-	0.564	F4FS_3704	DEFSS
