onset	duration	interstimulus_interval	trial_type	trial_type_2	target_condition	distractor	response	response_time	correct	identifier	database
0.054	1	3	Congruent	n/a	FEAR	FEAR	FEAR	1.679	1	M9FS_6104	NIMH-ChEFS
4.137	1	4	Congruent	n/a	HAPPY	HAPPY	HAPPY	0.874	1	F13HA_5265	NIMH-ChEFS
9.19	1	2.5	Incongruent	pCI	HAPPY	FEAR	HAPPY	1.064	1	M4HA_4877	NIMH-ChEFS
12.75	1	2	Incongruent	pII	FEAR	HAPPY	FEAR	0.893	1	F7FS_4016	NIMH-ChEFS
15.798	1	3.5	Congruent	n/a	HAPPY	HAPPY	HAPPY	0.67	1	F30HS_8495	NIMH-ChEFS
20.342	1	2	Congruent	n/a	FEAR	FEAR	FEAR	0.791	1	M4FA_4941	NIMH-ChEFS
23.386	1	3.5	Incongruent	pCI	FEAR	HAPPY	FEAR	0.911	1	F32FA_8053	NIMH-ChEFS
27.93	1	3	Incongruent	pII	HAPPY	FEAR	HAPPY	0.91	1	M10HS_6767	NIMH-ChEFS
31.976	1	4	Congruent	n/a	HAPPY	HAPPY	HAPPY	0.738	1	F23HA_7156	NIMH-ChEFS
37.022	1	2.5	Congruent	n/a	FEAR	FEAR	FEAR	0.797	1	F13FS_5292	NIMH-ChEFS
40.567	1	3.5	Incongruent	pCI	HAPPY	FEAR	HAPPY	0.69	1	F4HS_3664	NIMH-ChEFS
45.111	1	2	Incongruent	pII	HAPPY	FEAR	HAPPY	0.997	1	M20HA_9192	NIMH-ChEFS
48.155	1	2.5	Congruent	n/a	FEAR	FEAR	FEAR	0.727	1	F18FA_6243	NIMH-ChEFS
51.726	1	3	Congruent	n/a	HAPPY	HAPPY	HAPPY	0.574	1	M18HS_8848	NIMH-ChEFS
55.772	1	4	Incongruent	pCI	FEAR	HAPPY	HAPPY	0.849	0	M14FS_7958	NIMH-ChEFS
60.84	1	3	Incongruent	pII	HAPPY	FEAR	HAPPY	1.09	1	F39HA_9433	NIMH-ChEFS
64.909	1	4	Congruent	n/a	FEAR	FEAR	FEAR	0.619	1	M10_FA_6823	NIMH-ChEFS
