onset	duration	trial_type	trial_type_2	response_time	identifier	database
0.053	3	Congruent	-	1.357	M9FS_6104	DEFSS
4.11	3.5	Congruent	-	0.584	F13HA_5265	DEFSS
8.681	2	Incongruent	pCI	0.528	M4HA_4877	DEFSS
11.763	2.5	Incongruent	pII	0.851	F7FS_4016	DEFSS
15.312	4	Congruent	-	0.864	F30HS_8495	DEFSS
20.357	3.5	Congruent	-	0.713	M4FA_4941	DEFSS
24.9	4	Incongruent	pCI	0.865	F32FA_8053	DEFSS
29.964	2	Incongruent	pII	1.263	M10HS_6767	DEFSS
33.032	3	Congruent	-	0.954	F23HA_7156	DEFSS
37.09	2.5	Congruent	-	0.951	F13FS_5292	DEFSS
40.661	2.5	Incongruent	pCI	0.739	F4HS_3664	DEFSS
44.231	4	Incongruent	pII	1.746	M20HA_9192	DEFSS
49.299	2	Congruent	-	0.841	F18FA_6243	DEFSS
52.365	3	Congruent	-	0.932	M18HS_8848	DEFSS
56.41	3.5	Incongruent	pCI	0.833	M14FS_7958	DEFSS
60.978	3.5	Incongruent	pII	1.131	F39HA_9433	DEFSS
65.544	2.5	Congruent	-	0.786	M10_FA_6823	DEFSS
69.089	4	Congruent	-	0.781	F12HS_5000	DEFSS
74.134	3	Incongruent	pCI	0.815	M17FA_8799	DEFSS
78.203	2	Incongruent	pII	1.095	F2FS_3470	DEFSS
81.25	2.5	Congruent	-	0.691	M14HA_7913	DEFSS
84.82	3.5	Congruent	-	1.042	F7HA_3985	DEFSS
89.387	3	Incongruent	pCI	0.475	M2FS_4636	DEFSS
93.455	4	Incongruent	pII	0.88	F18HS_6186	DEFSS
98.521	2	Congruent	-	0.728	F39FA_9489	DEFSS
101.569	3.5	Congruent	-	0.851	M2HS_4493	DEFSS
106.116	2.5	Incongruent	pCI	0.835	F1HA_3424	DEFSS
109.681	2	Incongruent	pII	0.727	M6FA__5449	DEFSS
112.746	3	Congruent	-	1.391	M19FS_9117	DEFSS
116.811	4	Congruent	-	1.324	F35HS_8418	DEFSS
121.878	2.5	Incongruent	pCI	-0.099	F16FS_5978	DEFSS
125.419	4	Incongruent	pII	4.307	M1FA_4336	DEFSS
130.488	3.5	Congruent	-	0.71	M9HA_6057	DEFSS
135.041	3	Congruent	-	0.728	F4FA_3712	DEFSS
139.087	2	Incongruent	pCI	1.073	M15HS_8316	DEFSS
142.134	2.5	Incongruent	pII	0.993	F21FS_6587	DEFSS
145.7	2	Congruent	-	0.664	F19HA_6311	DEFSS
148.767	4	Congruent	-	0.947	M10_4FS_6817	DEFSS
153.835	3.5	Incongruent	pCI	0.654	F2HS_3448	DEFSS
158.401	3	Incongruent	pII	0.854	F10HA_4379	DEFSS
