onset	duration	interstimulus_interval	trial_type	trial_type_2	target_condition	distractor	response	response_time	correct	identifier	database
0.066	1	3.5	Congruent	n/a	FEAR	FEAR	FEAR	1.161	1	M9FS_6104	NIMH-ChEFS
4.642	1	2	Congruent	n/a	HAPPY	HAPPY	HAPPY	0.687	1	F13HA_5265	NIMH-ChEFS
7.711	1	2.5	Incongruent	pCI	HAPPY	FEAR	HAPPY	1.091	1	M4HA_4877	NIMH-ChEFS
11.268	1	3	Incongruent	pII	FEAR	HAPPY	FEAR	0.876	1	F7FS_4016	NIMH-ChEFS
15.336	1	4	Congruent	n/a	HAPPY	HAPPY	HAPPY	0.814	1	F30HS_8495	NIMH-ChEFS
20.404	1	3	Congruent	n/a	FEAR	FEAR	FEAR	0.781	1	M4FA_4941	NIMH-ChEFS
24.473	1	4	Incongruent	pCI	FEAR	HAPPY	FEAR	0.904	1	F32FA_8053	NIMH-ChEFS
29.538	1	3.5	Incongruent	pII	HAPPY	FEAR	HAPPY	0.954	1	M10HS_6767	NIMH-ChEFS
34.108	1	2.5	Congruent	n/a	HAPPY	HAPPY	HAPPY	1.181	1	F23HA_7156	NIMH-ChEFS
37.672	1	2	Congruent	n/a	FEAR	FEAR	FEAR	0.838	1	F13FS_5292	NIMH-ChEFS
40.738	1	2	Incongruent	pCI	HAPPY	FEAR	HAPPY	1.072	1	F4HS_3664	NIMH-ChEFS
43.802	1	3	Incongruent	pII	HAPPY	FEAR	HAPPY	0.948	1	M20HA_9192	NIMH-ChEFS
47.866	1	4	Congruent	n/a	FEAR	FEAR	FEAR	1.084	1	F18FA_6243	NIMH-ChEFS
52.906	1	2.5	Congruent	n/a	HAPPY	HAPPY	HAPPY	0.861	1	M18HS_8848	NIMH-ChEFS
56.473	1	3.5	Incongruent	pCI	FEAR	HAPPY	FEAR	1.053	1	M14FS_7958	NIMH-ChEFS
61.018	1	3	Incongruent	pII	HAPPY	FEAR	HAPPY	1.185	1	F39HA_9433	NIMH-ChEFS
