onset	duration	trial_type	trial_type_2	response_time	identifier	database
0.055	3.5	Congruent	-	2.011	M9FS_6104	DEFSS
4.615	2	Congruent	-	1.529	F13HA_5265	DEFSS
7.67	2.5	Incongruent	pCI	1.536	M4HA_4877	DEFSS
11.231	3	Incongruent	pII	1.442	F7FS_4016	DEFSS
15.303	4	Congruent	-	1.607	F30HS_8495	DEFSS
20.349	3	Congruent	-	1.481	M4FA_4941	DEFSS
24.418	4	Incongruent	pCI	1.383	F32FA_8053	DEFSS
29.483	3.5	Incongruent	pII	2.113	M10HS_6767	DEFSS
34.031	2.5	Congruent	-	1.614	F23HA_7156	DEFSS
37.601	2	Congruent	-	1.614	F13FS_5292	DEFSS
40.647	2	Incongruent	pCI	1.618	F4HS_3664	DEFSS
43.691	3	Incongruent	pII	1.806	M20HA_9192	DEFSS
47.737	4	Congruent	-	2.091	F18FA_6243	DEFSS
52.81	2.5	Congruent	-	1.768	M18HS_8848	DEFSS
56.357	3.5	Incongruent	pCI	1.614	M14FS_7958	DEFSS
60.899	3	Incongruent	pII	1.651	F39HA_9433	DEFSS
64.944	4	Congruent	-	1.821	M10_FA_6823	DEFSS
69.991	2	Congruent	-	1.849	F12HS_5000	DEFSS
73.04	2.5	Incongruent	pCI	1.891	M17FA_8799	DEFSS
76.61	3.5	Incongruent	pII	1.714	F2FS_3470	DEFSS
81.181	2	Congruent	-	1.757	M14HA_7913	DEFSS
84.226	3	Congruent	-	1.774	F7HA_3985	DEFSS
88.274	2.5	Incongruent	pCI	1.866	M2FS_4636	DEFSS
91.841	4	Incongruent	pII	1.757	F18HS_6186	DEFSS
96.881	3.5	Congruent	-	1.62	F39FA_9489	DEFSS
101.453	4	Congruent	-	1.678	M2HS_4493	DEFSS
106.522	2	Incongruent	pCI	2.029	F1HA_3424	DEFSS
109.57	2.5	Incongruent	pII	1.751	M6FA__5449	DEFSS
113.115	3.5	Congruent	-	1.582	M19FS_9117	DEFSS
117.685	3	Congruent	-	1.743	F35HS_8418	DEFSS
121.733	3.5	Incongruent	pCI	1.661	F16FS_5978	DEFSS
126.303	4	Incongruent	pII	1.601	M1FA_4336	DEFSS
131.352	2.5	Congruent	-	1.796	M9HA_6057	DEFSS
134.898	2	Congruent	-	1.768	F4FA_3712	DEFSS
137.941	3	Incongruent	pCI	1.717	M15HS_8316	DEFSS
141.986	2.5	Incongruent	pII	1.672	F21FS_6587	DEFSS
145.554	3.5	Congruent	-	1.812	F19HA_6311	DEFSS
150.099	2	Congruent	-	1.923	M10_4FS_6817	DEFSS
153.147	4	Incongruent	pCI	1.504	F2HS_3448	DEFSS
