onset	duration	trial_type	trial_type_2	response_time	identifier	database
0.068	2	Congruent	-	1.336	M9FS_6104	DEFSS
3.125	3	Congruent	-	0.727	F13HA_5265	DEFSS
7.181	3.5	Incongruent	pCI	1.087	M4HA_4877	DEFSS
11.745	4	Incongruent	pII	0.679	F7FS_4016	DEFSS
16.8	2.5	Congruent	-	0.844	F30HS_8495	DEFSS
20.351	3	Congruent	-	0.852	M4FA_4941	DEFSS
24.402	2.5	Incongruent	pCI	0.677	F32FA_8053	DEFSS
27.953	3.5	Incongruent	pII	1.07	M10HS_6767	DEFSS
32.503	4	Congruent	-	1.338	F23HA_7156	DEFSS
37.55	2	Congruent	-	1.266	F13FS_5292	DEFSS
40.598	3.5	Incongruent	pCI	0.913	F4HS_3664	DEFSS
45.147	2	Incongruent	pII	1.007	M20HA_9192	DEFSS
48.222	2.5	Congruent	-	0.723	F18FA_6243	DEFSS
51.767	4	Congruent	-	0.916	M18HS_8848	DEFSS
56.813	3	Incongruent	pCI	0.846	M14FS_7958	DEFSS
60.863	2	Incongruent	pII	0.926	F39HA_9433	DEFSS
63.912	4	Congruent	-	0.864	M10_FA_6823	DEFSS
68.961	2.5	Congruent	-	0.753	F12HS_5000	DEFSS
72.511	3.5	Incongruent	pCI	0.966	M17FA_8799	DEFSS
77.062	3	Incongruent	pII	0.965	F2FS_3470	DEFSS
81.11	3	Congruent	-	0.916	M14HA_7913	DEFSS
85.161	4	Congruent	-	1.315	F7HA_3985	DEFSS
90.206	2.5	Incongruent	pCI	0.823	M2FS_4636	DEFSS
93.757	2	Incongruent	pII	0.824	F18HS_6186	DEFSS
96.808	3.5	Congruent	-	0.672	F39FA_9489	DEFSS
101.357	2	Congruent	-	0.751	M2HS_4493	DEFSS
104.406	3.5	Incongruent	pCI	1.116	F1HA_3424	DEFSS
108.955	3	Incongruent	pII	1.119	M6FA__5449	DEFSS
113.009	4	Congruent	-	0.968	M19FS_9117	DEFSS
118.062	2.5	Congruent	-	0.956	F35HS_8418	DEFSS
121.612	3.5	Incongruent	pCI	1.372	F16FS_5978	DEFSS
126.163	2	Incongruent	pII	1.09	M1FA_4336	DEFSS
129.217	2.5	Congruent	-	0.812	M9HA_6057	DEFSS
132.767	3	Congruent	-	0.836	F4FA_3712	DEFSS
136.817	4	Incongruent	pCI	1.023	M15HS_8316	DEFSS
141.865	3	Incongruent	pII	1.263	F21FS_6587	DEFSS
145.913	4	Congruent	-	0.677	F19HA_6311	DEFSS
150.962	3.5	Congruent	-	0.805	M10_4FS_6817	DEFSS
155.513	2.5	Incongruent	pCI	0.659	F2HS_3448	DEFSS
159.066	2	Incongruent	pII	0.808	F10HA_4379	DEFSS
162.109	2	Congruent	-	1.45	M14FA_7960	DEFSS
165.155	3	Congruent	-	1.032	F30FA_8552	DEFSS
169.207	4	Incongruent	pCI	0.588	M8HA_5828	DEFSS
174.261	2.5	Incongruent	pII	1.025	F35FS_8451	DEFSS
177.808	3.5	Congruent	-	0.779	M1HS_4301	DEFSS
182.362	3	Congruent	-	0.872	F37FA_9020	DEFSS
186.414	4	Incongruent	pCI	1.571	M11FS_6953	DEFSS
191.465	2	Incongruent	pII	0.969	F34HA_8219	DEFSS
194.516	2.5	Congruent	-	0.755	F10FS_4426	DEFSS
198.066	3.5	Congruent	-	0.724	M16HS_8633	DEFSS
202.614	2	Incongruent	pCI	1.233	M5HA_5140	DEFSS
205.664	3	Incongruent	pII	1.103	F12FA_5062	DEFSS
209.716	2.5	Congruent	-	0.752	F16HS_5924	DEFSS
213.263	4	Congruent	-	0.929	M2FA_4644	DEFSS
218.314	3.5	Incongruent	pCI	0.954	M16FS_8676	DEFSS
222.864	4	Incongruent	pII	0.852	F6HA_3882	DEFSS
227.914	2	Congruent	-	1.481	F19FS_6344	DEFSS
230.964	2.5	Congruent	-	1.028	M8FA_5885	DEFSS
234.513	3.5	Incongruent	pCI	0.728	F32HS_7996	DEFSS
239.062	3	Incongruent	pII	1.568	M19HA_9066	DEFSS
243.112	3.5	Congruent	-	0.84	M3FS_4775	DEFSS
247.662	4	Congruent	-	1.114	F3HA_3545	DEFSS
252.712	2.5	Incongruent	pCI	1.33	M9FA_6121	DEFSS
256.261	2	Incongruent	pII	1.463	F14FA_5638	DEFSS
259.311	3	Congruent	-	0.822	M6HS_5354	DEFSS
263.36	2.5	Congruent	-	0.785	F21HS_6544	DEFSS
266.91	3.5	Incongruent	pCI	1.001	M17FS_8783	DEFSS
271.459	2	Incongruent	pII	1.688	F37HA_8965	DEFSS
274.508	4	Congruent	-	0.831	M12HA_7030	DEFSS
279.558	3	Congruent	-	0.969	F31FS_7861	DEFSS
283.607	2	Incongruent	pCI	0.947	F3FA_3605	DEFSS
286.653	4	Incongruent	pII	0.891	M3HS_4695	DEFSS
291.729	3.5	Congruent	-	0.949	M11FA_6969	DEFSS
296.28	3	Congruent	-	0.789	F14HS_5590	DEFSS
300.335	2.5	Incongruent	pCI	1.19	M12FS_7070	DEFSS
303.885	3	Incongruent	pII	2.024	F6FS_3906	DEFSS
307.941	2	Congruent	-	0.72	M7HA_5500	DEFSS
310.99	3.5	Congruent	-	1.128	F23FA_7228	DEFSS
315.539	4	Incongruent	pCI	0.644	F31HA_8583	DEFSS
320.615	2.5	Incongruent	pII	1.144	M11HS_6885	DEFSS
324.19	2	Congruent	-	0.843	M3FA_4789	DEFSS
327.236	4	Congruent	-	0.839	F34FS_8257	DEFSS
332.284	3.5	Incongruent	pCI	0.995	M17HS_8732	DEFSS
336.836	3	Incongruent	pII	0.872	F7FA_4040	DEFSS
340.886	2.5	Congruent	-	0.865	F10HS_4372	DEFSS
344.437	3.5	Congruent	-	0.872	M1FS_4325	DEFSS
348.988	2	Incongruent	pCI	0.973	M6_1FA_5445	DEFSS
352.035	2.5	Incongruent	pII	1.076	F35HA_8422	DEFSS
355.582	4	Congruent	-	1.038	M16HA_8638	DEFSS
360.631	3	Congruent	-	1.116	F12FS_5036	DEFSS
364.679	4	Incongruent	pCI	1.213	F1HS_3423	DEFSS
369.729	2	Incongruent	pII	1.252	M7FA_5539	DEFSS
372.78	2.5	Congruent	-	1.129	F34FA_8267	DEFSS
376.327	3.5	Congruent	-	0.685	M8HS_5817	DEFSS
380.877	3	Incongruent	pCI	0.987	F23FS_7205	DEFSS
384.927	2	Incongruent	pII	0.989	M1HA_4302	DEFSS
387.981	3.5	Congruent	-	0.826	M5FS_5188	DEFSS
392.532	3	Congruent	-	0.814	F18HA_6193	DEFSS
396.584	2.5	Incongruent	pCI	0.956	M20FA_9277	DEFSS
400.161	4	Incongruent	pII	1.312	F10FA_4434	DEFSS
405.208	4	Congruent	-	1.065	F7HS_3986	DEFSS
410.258	3	Congruent	-	1.095	M12HS_7022	DEFSS
414.311	3.5	Incongruent	pCI	1.066	M7FS_5530	DEFSS
418.861	2.5	Incongruent	pII	1.05	F21HA_6550	DEFSS
422.41	2	Congruent	-	1.291	M17HA_8742	DEFSS
425.458	2	Congruent	-	1.502	F39FS_9475	DEFSS
428.512	3	Incongruent	pCI	0.979	M11HA_6890	DEFSS
432.562	2.5	Incongruent	pII	0.907	F19FA_6353	DEFSS
436.11	4	Congruent	-	2.003	M15FA_8374	DEFSS
441.189	3.5	Congruent	-	0.732	F13HS_5255	DEFSS
445.74	3.5	Incongruent	pCI	1.194	M20HS_9191	DEFSS
450.291	2	Incongruent	pII	1.415	M6FS_5422	DEFSS
453.368	2.5	Congruent	-	0.918	F16HA_5934	DEFSS
456.914	3	Congruent	-	1.745	M18FA_8913	DEFSS
460.965	4	Incongruent	pCI	1.455	F39HS_9426	DEFSS
466.015	2	Incongruent	pII	1.575	F3FS_3596	DEFSS
469.064	4	Congruent	-	1.373	M8FS_5869	DEFSS
474.112	3.5	Congruent	-	0.756	M4HS_4862	DEFSS
478.665	2.5	Incongruent	pCI	2.146	F2HA_3451	DEFSS
482.215	3	Incongruent	pII	2.153	M10HA_6772	DEFSS
486.263	3.5	Congruent	-	1.279	F18FS_6229	DEFSS
490.814	3	Congruent	-	0.867	F31HS_8581	DEFSS
494.864	2	Incongruent	pCI	1.058	M12FA_7082	DEFSS
497.912	2.5	Incongruent	pII	1.688	F12HA_5004	DEFSS
501.461	4	Congruent	-	0.933	F6FA_3922	DEFSS
506.511	3.5	Congruent	-	0.878	M5HS_5134	DEFSS
511.058	4	Incongruent	pCI	1.313	M14HS_7912	DEFSS
516.11	3	Incongruent	pII	1.471	F32FS_8041	DEFSS
520.16	2.5	Congruent	-	-0.099	M19FA_9129	DEFSS
523.705	2	Congruent	-	1.038	F34HS_8209	DEFSS
526.754	3.5	Incongruent	pCI	0.817	M18HA_8854	DEFSS
531.305	4	Incongruent	pII	0.818	F16FA_5992	DEFSS
536.355	2.5	Congruent	-	1.336	F37FS_9007	DEFSS
539.904	3	Congruent	-	1.017	M3HA_4707	DEFSS
543.955	2	Incongruent	pCI	0.886	M15FS_8364	DEFSS
547.007	3.5	Incongruent	pII	1.264	F13FA_5314	DEFSS
551.553	2	Congruent	-	1.624	F14HA_5595	DEFSS
554.602	2.5	Congruent	-	1.081	M5FA_5198	DEFSS
558.151	3	Incongruent	pCI	1.597	F2FA_3491	DEFSS
562.201	4	Incongruent	pII	1.446	F23HS_7148	DEFSS
567.25	2	Congruent	-	1.587	M18FS_8888	DEFSS
570.301	2.5	Congruent	-	1.013	F30HA_8500	DEFSS
573.853	3	Incongruent	pCI	0.888	M7HS_5497	DEFSS
577.904	3.5	Incongruent	pII	1.053	F14FS_5632	DEFSS
582.453	4	Congruent	-	1.117	M2HA_4506	DEFSS
587.501	4	Congruent	-	0.985	F21FA_6608	DEFSS
592.551	2.5	Incongruent	pCI	1.701	F6HS_3875	DEFSS
596.099	2	Incongruent	pII	1.547	M19HS_9059	DEFSS
599.147	3	Congruent	-	1.169	F4FS_3704	DEFSS
