onset	duration	trial_type	trial_type_2	response_time	identifier	database
0.054	2.5	Congruent	-	0.664	M9FS_6104	DEFSS
3.611	3	Congruent	-	0.489	F13HA_5265	DEFSS
7.664	3.5	Incongruent	pCI	0.963	M4HA_4877	DEFSS
12.225	2	Incongruent	pII	0.651	F7FS_4016	DEFSS
15.275	4	Congruent	-	0.611	F30HS_8495	DEFSS
20.318	4	Congruent	-	0.517	M4FA_4941	DEFSS
25.361	3.5	Incongruent	pCI	0.763	F32FA_8053	DEFSS
29.905	2	Incongruent	pII	0.586	M10HS_6767	DEFSS
32.953	2.5	Congruent	-	0.878	F23HA_7156	DEFSS
36.499	3	Congruent	-	0.631	F13FS_5292	DEFSS
40.541	3	Incongruent	pCI	0.971	F4HS_3664	DEFSS
44.611	2	Incongruent	pII	0.954	M20HA_9192	DEFSS
47.659	2.5	Congruent	-	0.545	F18FA_6243	DEFSS
51.206	4	Congruent	-	0.558	M18HS_8848	DEFSS
56.255	3.5	Incongruent	pCI	0.687	M14FS_7958	DEFSS
60.801	4	Incongruent	pII	0.622	F39HA_9433	DEFSS
65.846	3	Congruent	-	0.813	M10_FA_6823	DEFSS
69.895	3.5	Congruent	-	0.642	F12HS_5000	DEFSS
74.467	2.5	Incongruent	pCI	0.75	M17FA_8799	DEFSS
78.011	2	Incongruent	pII	0.944	F2FS_3470	DEFSS
81.059	4	Congruent	-	0.72	M14HA_7913	DEFSS
86.103	3	Congruent	-	0.873	F7HA_3985	DEFSS
90.147	2	Incongruent	pCI	0.91	M2FS_4636	DEFSS
93.192	2.5	Incongruent	pII	1.014	F18HS_6186	DEFSS
96.759	3.5	Congruent	-	0.65	F39FA_9489	DEFSS
101.305	2	Congruent	-	0.523	M2HS_4493	DEFSS
104.349	3.5	Incongruent	pCI	0.74	F1HA_3424	DEFSS
108.896	4	Incongruent	pII	0.919	M6FA__5449	DEFSS
113.943	3	Congruent	-	0.899	M19FS_9117	DEFSS
118.012	2.5	Congruent	-	0.739	F35HS_8418	DEFSS
121.558	3.5	Incongruent	pCI	0.791	F16FS_5978	DEFSS
126.104	4	Incongruent	pII	1.123	M1FA_4336	DEFSS
131.149	2.5	Congruent	-	0.869	M9HA_6057	DEFSS
134.692	2	Congruent	-	0.857	F4FA_3712	DEFSS
137.763	3	Incongruent	pCI	0.921	M15HS_8316	DEFSS
141.833	3.5	Incongruent	pII	0.909	F21FS_6587	DEFSS
146.38	2	Congruent	-	1.211	F19HA_6311	DEFSS
149.424	4	Congruent	-	0.751	M10_4FS_6817	DEFSS
154.469	3	Incongruent	pCI	0.749	F2HS_3448	DEFSS
158.515	2.5	Incongruent	pII	0.722	F10HA_4379	DEFSS
162.06	3.5	Congruent	-	0.715	M14FA_7960	DEFSS
166.601	2	Congruent	-	1.113	F30FA_8552	DEFSS
169.646	2.5	Incongruent	pCI	0.86	M8HA_5828	DEFSS
173.195	4	Incongruent	pII	0.639	F35FS_8451	DEFSS
178.237	3	Congruent	-	0.541	M1HS_4301	DEFSS
182.281	3	Congruent	-	0.808	F37FA_9020	DEFSS
186.327	2.5	Incongruent	pCI	0.931	M11FS_6953	DEFSS
189.898	4	Incongruent	pII	0.78	F34HA_8219	DEFSS
