onset	duration	interstimulus_interval	trial_type	trial_type_2	target_condition	distractor	response	response_time	correct	identifier	database
0.06	1	3.5	Congruent	n/a	FEAR	FEAR	HAPPY	1.01	0	M9FS_6104	NIMH-ChEFS
4.617	1	4	Congruent	n/a	HAPPY	HAPPY	HAPPY	0.813	1	F13HA_5265	NIMH-ChEFS
9.675	1	2	Incongruent	pCI	HAPPY	FEAR	HAPPY	0.975	1	M4HA_4877	NIMH-ChEFS
12.746	1	2.5	Incongruent	pII	FEAR	HAPPY	FEAR	0.811	1	F7FS_4016	NIMH-ChEFS
16.3	1	3	Congruent	n/a	HAPPY	HAPPY	HAPPY	0.664	1	F30HS_8495	NIMH-ChEFS
20.342	1	4	Congruent	n/a	FEAR	FEAR	FEAR	0.675	1	M4FA_4941	NIMH-ChEFS
25.387	1	2	Incongruent	pCI	FEAR	HAPPY	FEAR	0.964	1	F32FA_8053	NIMH-ChEFS
28.435	1	3.5	Incongruent	pII	HAPPY	FEAR	HAPPY	0.797	1	M10HS_6767	NIMH-ChEFS
32.988	1	2.5	Congruent	n/a	HAPPY	HAPPY	HAPPY	1.06	1	F23HA_7156	NIMH-ChEFS
36.535	1	3	Congruent	n/a	FEAR	FEAR	FEAR	0.965	1	F13FS_5292	NIMH-ChEFS
40.589	1	4	Incongruent	pCI	HAPPY	FEAR	HAPPY	0.727	1	F4HS_3664	NIMH-ChEFS
45.637	1	3	Incongruent	pII	HAPPY	FEAR	HAPPY	0.581	1	M20HA_9192	NIMH-ChEFS
49.687	1	2.5	Congruent	n/a	FEAR	FEAR	FEAR	0.695	1	F18FA_6243	NIMH-ChEFS
53.237	1	3.5	Congruent	n/a	HAPPY	HAPPY	HAPPY	0.637	1	M18HS_8848	NIMH-ChEFS
57.787	1	2	Incongruent	pCI	FEAR	HAPPY	FEAR	0.681	1	M14FS_7958	NIMH-ChEFS
60.837	1	4	Incongruent	pII	HAPPY	FEAR	HAPPY	0.504	1	F39HA_9433	NIMH-ChEFS
65.883	1	2.5	Congruent	n/a	FEAR	FEAR	FEAR	0.659	1	M10_FA_6823	NIMH-ChEFS
69.438	1	3.5	Congruent	n/a	HAPPY	HAPPY	HAPPY	0.617	1	F12HS_5000	NIMH-ChEFS
73.99	1	2	Incongruent	pCI	FEAR	HAPPY	FEAR	0.736	1	M17FA_8799	NIMH-ChEFS
77.041	1	3	Incongruent	pII	FEAR	HAPPY	FEAR	0.74	1	F2FS_3470	NIMH-ChEFS
81.091	1	2.5	Congruent	n/a	HAPPY	HAPPY	HAPPY	0.72	1	M14HA_7913	NIMH-ChEFS
84.642	1	2	Congruent	n/a	HAPPY	HAPPY	HAPPY	0.85	1	F7HA_3985	NIMH-ChEFS
87.696	1	4	Incongruent	pCI	FEAR	HAPPY	FEAR	0.861	1	M2FS_4636	NIMH-ChEFS
92.744	1	3	Incongruent	pII	HAPPY	FEAR	HAPPY	0.738	1	F18HS_6186	NIMH-ChEFS
96.792	1	3.5	Congruent	n/a	FEAR	FEAR	FEAR	0.782	1	F39FA_9489	NIMH-ChEFS
101.345	1	2	Congruent	n/a	HAPPY	HAPPY	HAPPY	0.781	1	M2HS_4493	NIMH-ChEFS
104.394	1	3	Incongruent	pCI	HAPPY	FEAR	HAPPY	1.174	1	F1HA_3424	NIMH-ChEFS
108.443	1	3.5	Incongruent	pII	FEAR	HAPPY	FEAR	0.771	1	M6FA__5449	NIMH-ChEFS
112.991	1	2.5	Congruent	n/a	FEAR	FEAR	FEAR	0.662	1	M19FS_9117	NIMH-ChEFS
116.54	1	4	Congruent	n/a	HAPPY	HAPPY	FEAR	0.582	0	F35HS_8418	NIMH-ChEFS
121.59	1	3	Incongruent	pCI	FEAR	HAPPY	FEAR	0.703	1	F16FS_5978	NIMH-ChEFS
125.637	1	4	Incongruent	pII	FEAR	HAPPY	FEAR	0.725	1	M1FA_4336	NIMH-ChEFS
130.682	1	3.5	Congruent	n/a	HAPPY	HAPPY	HAPPY	0.577	1	M9HA_6057	NIMH-ChEFS
135.233	1	2.5	Congruent	n/a	FEAR	FEAR	FEAR	0.678	1	F4FA_3712	NIMH-ChEFS
138.779	1	2	Incongruent	pCI	HAPPY	FEAR	HAPPY	0.673	1	M15HS_8316	NIMH-ChEFS
141.829	1	2	Incongruent	pII	FEAR	HAPPY	HAPPY	0.811	0	F21FS_6587	NIMH-ChEFS
144.879	1	4	Congruent	n/a	HAPPY	HAPPY	FEAR	1.004	0	F19HA_6311	NIMH-ChEFS
149.928	1	3.5	Congruent	n/a	FEAR	FEAR	FEAR	0.758	1	M10_4FS_6817	NIMH-ChEFS
154.477	1	3	Incongruent	pCI	HAPPY	FEAR	HAPPY	0.593	1	F2HS_3448	NIMH-ChEFS
158.524	1	2.5	Incongruent	pII	HAPPY	FEAR	HAPPY	0.809	1	F10HA_4379	NIMH-ChEFS
162.073	1	4	Congruent	n/a	FEAR	FEAR	FEAR	0.849	1	M14FA_7960	NIMH-ChEFS
167.124	1	3	Congruent	n/a	FEAR	FEAR	FEAR	0.664	1	F30FA_8552	NIMH-ChEFS
171.173	1	3.5	Incongruent	pCI	HAPPY	FEAR	HAPPY	0.582	1	M8HA_5828	NIMH-ChEFS
175.724	1	2	Incongruent	pII	FEAR	HAPPY	FEAR	0.603	1	F35FS_8451	NIMH-ChEFS
178.774	1	2.5	Congruent	n/a	HAPPY	HAPPY	HAPPY	0.749	1	M1HS_4301	NIMH-ChEFS
182.321	1	2.5	Congruent	n/a	FEAR	FEAR	FEAR	0.823	1	F37FA_9020	NIMH-ChEFS
185.867	1	3.5	Incongruent	pCI	FEAR	HAPPY	HAPPY	0.634	0	M11FS_6953	NIMH-ChEFS
190.415	1	3	Incongruent	pII	HAPPY	FEAR	HAPPY	0.8	1	F34HA_8219	NIMH-ChEFS
194.467	1	4	Congruent	n/a	FEAR	FEAR	FEAR	0.672	1	F10FS_4426	NIMH-ChEFS
199.518	1	2	Congruent	n/a	HAPPY	HAPPY	HAPPY	0.709	1	M16HS_8633	NIMH-ChEFS
202.572	1	3	Incongruent	pCI	HAPPY	FEAR	FEAR	0.716	0	M5HA_5140	NIMH-ChEFS
206.621	1	2	Incongruent	pII	FEAR	HAPPY	FEAR	0.978	1	F12FA_5062	NIMH-ChEFS
209.665	1	3.5	Congruent	n/a	HAPPY	HAPPY	HAPPY	0.775	1	F16HS_5924	NIMH-ChEFS
214.212	1	4	Congruent	n/a	FEAR	FEAR	FEAR	0.63	1	M2FA_4644	NIMH-ChEFS
