onset	duration	interstimulus_interval	trial_type	trial_type_2	target_condition	distractor	response	response_time	correct	identifier	database
0.06	1	3.5	Congruent	n/a	FEAR	FEAR	FEAR	2.634	1	M9FS_6104	NIMH-ChEFS
4.651	1	4	Congruent	n/a	HAPPY	HAPPY	HAPPY	1.028	1	F13HA_5265	NIMH-ChEFS
9.726	1	2	Incongruent	pCI	HAPPY	FEAR	HAPPY	1.753	1	M4HA_4877	NIMH-ChEFS
12.822	1	2.5	Incongruent	pII	FEAR	HAPPY	FEAR	1.682	1	F7FS_4016	NIMH-ChEFS
16.402	1	3	Congruent	n/a	HAPPY	HAPPY	HAPPY	1.607	1	F30HS_8495	NIMH-ChEFS
20.478	1	4	Congruent	n/a	FEAR	FEAR	FEAR	1.666	1	M4FA_4941	NIMH-ChEFS
25.548	1	2	Incongruent	pCI	FEAR	HAPPY	FEAR	1.831	1	F32FA_8053	NIMH-ChEFS
28.626	1	3.5	Incongruent	pII	HAPPY	FEAR	HAPPY	2.048	1	M10HS_6767	NIMH-ChEFS
33.203	1	2.5	Congruent	n/a	HAPPY	HAPPY	HAPPY	2.066	1	F23HA_7156	NIMH-ChEFS
36.784	1	3	Congruent	n/a	FEAR	FEAR	FEAR	2.06	1	F13FS_5292	NIMH-ChEFS
40.864	1	4	Incongruent	pCI	HAPPY	FEAR	HAPPY	1.68	1	F4HS_3664	NIMH-ChEFS
45.94	1	3	Incongruent	pII	HAPPY	FEAR	HAPPY	1.684	1	M20HA_9192	NIMH-ChEFS
50.013	1	2.5	Congruent	n/a	FEAR	FEAR	FEAR	1.876	1	F18FA_6243	NIMH-ChEFS
53.58	1	3.5	Congruent	n/a	HAPPY	HAPPY	HAPPY	1.719	1	M18HS_8848	NIMH-ChEFS
58.158	1	2	Incongruent	pCI	FEAR	HAPPY	FEAR	2.031	1	M14FS_7958	NIMH-ChEFS
61.23	1	4	Incongruent	pII	HAPPY	FEAR	HAPPY	1.939	1	F39HA_9433	NIMH-ChEFS
