onset	duration	trial_type	trial_type_2	response_time	identifier	database
0.073	3	Congruent	-	-0.099	M9FS_6104	DEFSS
4.127	4	Congruent	-	0.803	F13HA_5265	DEFSS
9.185	2.5	Incongruent	pCI	0.62	M4HA_4877	DEFSS
12.746	2	Incongruent	pII	0.604	F7FS_4016	DEFSS
15.802	3.5	Congruent	-	0.597	F30HS_8495	DEFSS
20.353	2	Congruent	-	0.564	M4FA_4941	DEFSS
23.431	3.5	Incongruent	pCI	0.779	F32FA_8053	DEFSS
27.983	3	Incongruent	pII	0.654	M10HS_6767	DEFSS
32.033	4	Congruent	-	0.549	F23HA_7156	DEFSS
37.08	2.5	Congruent	-	0.657	F13FS_5292	DEFSS
40.624	3.5	Incongruent	pCI	0.602	F4HS_3664	DEFSS
45.172	2	Incongruent	pII	0.611	M20HA_9192	DEFSS
48.22	2.5	Congruent	-	0.686	F18FA_6243	DEFSS
51.769	3	Congruent	-	0.644	M18HS_8848	DEFSS
55.819	4	Incongruent	pCI	0.502	M14FS_7958	DEFSS
60.867	3	Incongruent	pII	0.467	F39HA_9433	DEFSS
64.918	4	Congruent	-	0.727	M10_FA_6823	DEFSS
69.969	3.5	Congruent	-	0.617	F12HS_5000	DEFSS
74.521	2.5	Incongruent	pCI	0.705	M17FA_8799	DEFSS
78.07	2	Incongruent	pII	0.486	F2FS_3470	DEFSS
81.119	2	Congruent	-	0.606	M14HA_7913	DEFSS
84.168	3	Congruent	-	0.772	F7HA_3985	DEFSS
88.215	4	Incongruent	pCI	0.755	M2FS_4636	DEFSS
93.265	2.5	Incongruent	pII	0.582	F18HS_6186	DEFSS
96.815	3.5	Congruent	-	0.662	F39FA_9489	DEFSS
101.365	3	Congruent	-	0.587	M2HS_4493	DEFSS
105.413	4	Incongruent	pCI	1.078	F1HA_3424	DEFSS
110.464	2	Incongruent	pII	0.828	M6FA__5449	DEFSS
113.513	2.5	Congruent	-	0.705	M19FS_9117	DEFSS
117.063	3.5	Congruent	-	0.616	F35HS_8418	DEFSS
121.616	2	Incongruent	pCI	0.679	F16FS_5978	DEFSS
124.666	3	Incongruent	pII	0.797	M1FA_4336	DEFSS
128.709	2.5	Congruent	-	0.579	M9HA_6057	DEFSS
132.258	4	Congruent	-	0.634	F4FA_3712	DEFSS
137.306	3.5	Incongruent	pCI	0.746	M15HS_8316	DEFSS
141.854	4	Incongruent	pII	0.67	F21FS_6587	DEFSS
146.905	2	Congruent	-	1.013	F19HA_6311	DEFSS
149.957	2.5	Congruent	-	0.664	M10_4FS_6817	DEFSS
153.507	3.5	Incongruent	pCI	0.716	F2HS_3448	DEFSS
158.058	3	Incongruent	pII	0.518	F10HA_4379	DEFSS
162.108	3.5	Congruent	-	0.59	M14FA_7960	DEFSS
166.657	4	Congruent	-	0.638	F30FA_8552	DEFSS
171.713	2.5	Incongruent	pCI	0.521	M8HA_5828	DEFSS
175.262	2	Incongruent	pII	0.705	F35FS_8451	DEFSS
178.314	3	Congruent	-	0.615	M1HS_4301	DEFSS
182.365	2.5	Congruent	-	0.645	F37FA_9020	DEFSS
185.915	3.5	Incongruent	pCI	0.736	M11FS_6953	DEFSS
190.465	2	Incongruent	pII	0.65	F34HA_8219	DEFSS
