onset	duration	interstimulus_interval	trial_type	trial_type_2	target_condition	distractor	response	response_time	correct	identifier	database
0.056	1	3.5	Congruent	n/a	FEAR	FEAR	FEAR	0.594	1	M9FS_6104	NIMH-ChEFS
4.618	1	2.5	Congruent	n/a	HAPPY	HAPPY	HAPPY	0.664	1	F13HA_5265	NIMH-ChEFS
8.176	1	2	Incongruent	pCI	HAPPY	FEAR	HAPPY	0.86	1	M4HA_4877	NIMH-ChEFS
11.238	1	4	Incongruent	pII	FEAR	HAPPY	FEAR	0.936	1	F7FS_4016	NIMH-ChEFS
16.293	1	3	Congruent	n/a	HAPPY	HAPPY	HAPPY	0.675	1	F30HS_8495	NIMH-ChEFS
20.342	1	2	Congruent	n/a	FEAR	FEAR	FEAR	0.47	1	M4FA_4941	NIMH-ChEFS
23.394	1	4	Incongruent	pCI	FEAR	HAPPY	HAPPY	1.041	0	F32FA_8053	NIMH-ChEFS
28.443	1	3.5	Incongruent	pII	HAPPY	FEAR	HAPPY	0.996	1	M10HS_6767	NIMH-ChEFS
32.994	1	2.5	Congruent	n/a	HAPPY	HAPPY	HAPPY	0.95	1	F23HA_7156	NIMH-ChEFS
36.543	1	3	Congruent	n/a	FEAR	FEAR	FEAR	0.848	1	F13FS_5292	NIMH-ChEFS
40.592	1	3.5	Incongruent	pCI	HAPPY	FEAR	HAPPY	1.02	1	F4HS_3664	NIMH-ChEFS
45.14	1	4	Incongruent	pII	HAPPY	FEAR	HAPPY	0.985	1	M20HA_9192	NIMH-ChEFS
50.189	1	2	Congruent	n/a	FEAR	FEAR	FEAR	0.766	1	F18FA_6243	NIMH-ChEFS
53.244	1	2.5	Congruent	n/a	HAPPY	HAPPY	HAPPY	1.173	1	M18HS_8848	NIMH-ChEFS
56.793	1	3	Incongruent	pCI	FEAR	HAPPY	FEAR	0.811	1	M14FS_7958	NIMH-ChEFS
60.838	1	4	Incongruent	pII	HAPPY	FEAR	FEAR	0.743	0	F39HA_9433	NIMH-ChEFS
65.888	1	2	Congruent	n/a	FEAR	FEAR	FEAR	0.851	1	M10_FA_6823	NIMH-ChEFS
68.963	1	3.5	Congruent	n/a	HAPPY	HAPPY	HAPPY	0.827	1	F12HS_5000	NIMH-ChEFS
73.513	1	2.5	Incongruent	pCI	FEAR	HAPPY	FEAR	0.889	1	M17FA_8799	NIMH-ChEFS
77.063	1	3	Incongruent	pII	FEAR	HAPPY	FEAR	0.974	1	F2FS_3470	NIMH-ChEFS
81.114	1	4	Congruent	n/a	HAPPY	HAPPY	HAPPY	1.032	1	M14HA_7913	NIMH-ChEFS
86.162	1	3	Congruent	n/a	HAPPY	HAPPY	HAPPY	0.827	1	F7HA_3985	NIMH-ChEFS
90.216	1	2.5	Incongruent	pCI	FEAR	HAPPY	no_resp	-0.099	0	M2FS_4636	NIMH-ChEFS
93.76	1	3.5	Incongruent	pII	HAPPY	FEAR	HAPPY	0.744	1	F18HS_6186	NIMH-ChEFS
98.307	1	2	Congruent	n/a	FEAR	FEAR	FEAR	0.687	1	F39FA_9489	NIMH-ChEFS
101.357	1	4	Congruent	n/a	HAPPY	HAPPY	HAPPY	0.505	1	M2HS_4493	NIMH-ChEFS
106.406	1	2.5	Incongruent	pCI	HAPPY	FEAR	HAPPY	1.045	1	F1HA_3424	NIMH-ChEFS
109.958	1	3.5	Incongruent	pII	FEAR	HAPPY	FEAR	0.826	1	M6FA__5449	NIMH-ChEFS
114.508	1	2	Congruent	n/a	FEAR	FEAR	FEAR	0.526	1	M19FS_9117	NIMH-ChEFS
117.559	1	3	Congruent	n/a	HAPPY	HAPPY	HAPPY	0.602	1	F35HS_8418	NIMH-ChEFS
121.61	1	2.5	Incongruent	pCI	FEAR	HAPPY	FEAR	1.262	1	F16FS_5978	NIMH-ChEFS
125.161	1	2	Incongruent	pII	FEAR	HAPPY	HAPPY	0.835	0	M1FA_4336	NIMH-ChEFS
128.208	1	4	Congruent	n/a	HAPPY	HAPPY	HAPPY	0.769	1	M9HA_6057	NIMH-ChEFS
133.256	1	3	Congruent	n/a	FEAR	FEAR	no_resp	-0.099	0	F4FA_3712	NIMH-ChEFS
137.308	1	3.5	Incongruent	pCI	HAPPY	FEAR	no_resp	-0.099	0	M15HS_8316	NIMH-ChEFS
141.852	1	2	Incongruent	pII	FEAR	HAPPY	FEAR	0.725	1	F21FS_6587	NIMH-ChEFS
144.9	1	3	Congruent	n/a	HAPPY	HAPPY	HAPPY	1.073	1	F19HA_6311	NIMH-ChEFS
148.952	1	3.5	Congruent	n/a	FEAR	FEAR	FEAR	0.618	1	M10_4FS_6817	NIMH-ChEFS
153.502	1	2.5	Incongruent	pCI	HAPPY	FEAR	HAPPY	0.951	1	F2HS_3448	NIMH-ChEFS
157.05	1	4	Incongruent	pII	HAPPY	FEAR	FEAR	1.293	0	F10HA_4379	NIMH-ChEFS
162.099	1	3	Congruent	n/a	FEAR	FEAR	FEAR	0.809	1	M14FA_7960	NIMH-ChEFS
166.151	1	4	Congruent	n/a	FEAR	FEAR	FEAR	0.654	1	F30FA_8552	NIMH-ChEFS
171.197	1	3.5	Incongruent	pCI	HAPPY	FEAR	HAPPY	0.717	1	M8HA_5828	NIMH-ChEFS
175.748	1	2.5	Incongruent	pII	FEAR	HAPPY	FEAR	0.557	1	F35FS_8451	NIMH-ChEFS
179.3	1	2	Congruent	n/a	HAPPY	HAPPY	HAPPY	0.806	1	M1HS_4301	NIMH-ChEFS
182.346	1	2	Congruent	n/a	FEAR	FEAR	FEAR	0.517	1	F37FA_9020	NIMH-ChEFS
185.396	1	4	Incongruent	pCI	FEAR	HAPPY	FEAR	0.812	1	M11FS_6953	NIMH-ChEFS
190.447	1	3.5	Incongruent	pII	HAPPY	FEAR	HAPPY	0.878	1	F34HA_8219	NIMH-ChEFS
194.995	1	3	Congruent	n/a	FEAR	FEAR	FEAR	0.612	1	F10FS_4426	NIMH-ChEFS
199.046	1	2.5	Congruent	n/a	HAPPY	HAPPY	HAPPY	0.578	1	M16HS_8633	NIMH-ChEFS
202.594	1	4	Incongruent	pCI	HAPPY	FEAR	HAPPY	0.999	1	M5HA_5140	NIMH-ChEFS
207.643	1	3	Incongruent	pII	FEAR	HAPPY	FEAR	0.741	1	F12FA_5062	NIMH-ChEFS
211.694	1	3.5	Congruent	n/a	HAPPY	HAPPY	HAPPY	0.696	1	F16HS_5924	NIMH-ChEFS
216.246	1	2	Congruent	n/a	FEAR	FEAR	FEAR	0.505	1	M2FA_4644	NIMH-ChEFS
219.297	1	2.5	Incongruent	pCI	FEAR	HAPPY	HAPPY	0.885	0	M16FS_8676	NIMH-ChEFS
222.847	1	2.5	Incongruent	pII	HAPPY	FEAR	HAPPY	1.101	1	F6HA_3882	NIMH-ChEFS
226.395	1	3.5	Congruent	n/a	FEAR	FEAR	FEAR	0.714	1	F19FS_6344	NIMH-ChEFS
230.944	1	3	Congruent	n/a	FEAR	FEAR	FEAR	1.037	1	M8FA_5885	NIMH-ChEFS
234.993	1	4	Incongruent	pCI	HAPPY	FEAR	HAPPY	0.776	1	F32HS_7996	NIMH-ChEFS
240.042	1	2	Incongruent	pII	HAPPY	FEAR	HAPPY	0.835	1	M19HA_9066	NIMH-ChEFS
243.09	1	3	Congruent	n/a	FEAR	FEAR	FEAR	0.801	1	M3FS_4775	NIMH-ChEFS
247.141	1	2	Congruent	n/a	HAPPY	HAPPY	HAPPY	1.049	1	F3HA_3545	NIMH-ChEFS
250.191	1	3.5	Incongruent	pCI	FEAR	HAPPY	FEAR	0.82	1	M9FA_6121	NIMH-ChEFS
254.739	1	4	Incongruent	pII	FEAR	HAPPY	FEAR	0.882	1	F14FA_5638	NIMH-ChEFS
259.789	1	2.5	Congruent	n/a	HAPPY	HAPPY	HAPPY	0.845	1	M6HS_5354	NIMH-ChEFS
263.34	1	3.5	Congruent	n/a	HAPPY	HAPPY	HAPPY	0.655	1	F21HS_6544	NIMH-ChEFS
267.891	1	4	Incongruent	pCI	FEAR	HAPPY	HAPPY	0.642	0	M17FS_8783	NIMH-ChEFS
272.939	1	2.5	Incongruent	pII	HAPPY	FEAR	HAPPY	0.94	1	F37HA_8965	NIMH-ChEFS
276.489	1	2	Congruent	n/a	HAPPY	HAPPY	no_resp	-0.099	0	M12HA_7030	NIMH-ChEFS
279.531	1	3	Congruent	n/a	FEAR	FEAR	FEAR	0.781	1	F31FS_7861	NIMH-ChEFS
283.581	1	2.5	Incongruent	pCI	FEAR	HAPPY	FEAR	0.86	1	F3FA_3605	NIMH-ChEFS
287.131	1	4	Incongruent	pII	HAPPY	FEAR	no_resp	-0.099	0	M3HS_4695	NIMH-ChEFS
292.176	1	3	Congruent	n/a	FEAR	FEAR	FEAR	0.918	1	M11FA_6969	NIMH-ChEFS
296.226	1	2	Congruent	n/a	HAPPY	HAPPY	HAPPY	0.747	1	F14HS_5590	NIMH-ChEFS
299.279	1	3.5	Incongruent	pCI	FEAR	HAPPY	FEAR	0.77	1	M12FS_7070	NIMH-ChEFS
303.834	1	2.5	Incongruent	pII	FEAR	HAPPY	FEAR	0.877	1	F6FS_3906	NIMH-ChEFS
307.391	1	2	Congruent	n/a	HAPPY	HAPPY	HAPPY	1.183	1	M7HA_5500	NIMH-ChEFS
310.439	1	3	Congruent	n/a	FEAR	FEAR	FEAR	0.852	1	F23FA_7228	NIMH-ChEFS
314.488	1	3.5	Incongruent	pCI	HAPPY	FEAR	HAPPY	0.787	1	F31HA_8583	NIMH-ChEFS
319.039	1	4	Incongruent	pII	HAPPY	FEAR	HAPPY	0.686	1	M11HS_6885	NIMH-ChEFS
324.089	1	2	Congruent	n/a	FEAR	FEAR	FEAR	0.734	1	M3FA_4789	NIMH-ChEFS
327.14	1	4	Congruent	n/a	FEAR	FEAR	FEAR	0.84	1	F34FS_8257	NIMH-ChEFS
332.188	1	3	Incongruent	pCI	HAPPY	FEAR	HAPPY	0.991	1	M17HS_8732	NIMH-ChEFS
336.24	1	3.5	Incongruent	pII	FEAR	HAPPY	no_resp	-0.099	0	F7FA_4040	NIMH-ChEFS
340.784	1	2.5	Congruent	n/a	HAPPY	HAPPY	no_resp	-0.099	0	F10HS_4372	NIMH-ChEFS
344.328	1	3.5	Congruent	n/a	FEAR	FEAR	FEAR	1.178	1	M1FS_4325	NIMH-ChEFS
348.881	1	2	Incongruent	pCI	FEAR	HAPPY	FEAR	1.038	1	M6_1FA_5445	NIMH-ChEFS
351.929	1	4	Incongruent	pII	HAPPY	FEAR	HAPPY	0.854	1	F35HA_8422	NIMH-ChEFS
356.979	1	3	Congruent	n/a	HAPPY	HAPPY	HAPPY	0.695	1	M16HA_8638	NIMH-ChEFS
361.029	1	2.5	Congruent	n/a	FEAR	FEAR	FEAR	0.665	1	F12FS_5036	NIMH-ChEFS
364.603	1	2.5	Incongruent	pCI	HAPPY	FEAR	HAPPY	0.895	1	F1HS_3423	NIMH-ChEFS
368.156	1	2	Incongruent	pII	FEAR	HAPPY	FEAR	0.825	1	M7FA_5539	NIMH-ChEFS
371.206	1	3	Congruent	n/a	FEAR	FEAR	FEAR	0.777	1	F34FA_8267	NIMH-ChEFS
375.281	1	3.5	Congruent	n/a	HAPPY	HAPPY	HAPPY	0.711	1	M8HS_5817	NIMH-ChEFS
379.831	1	4	Incongruent	pCI	FEAR	HAPPY	FEAR	1.066	1	F23FS_7205	NIMH-ChEFS
384.891	1	2	Incongruent	pII	HAPPY	FEAR	HAPPY	0.832	1	M1HA_4302	NIMH-ChEFS
387.941	1	3.5	Congruent	n/a	FEAR	FEAR	FEAR	0.575	1	M5FS_5188	NIMH-ChEFS
392.49	1	4	Congruent	n/a	HAPPY	HAPPY	HAPPY	1.089	1	F18HA_6193	NIMH-ChEFS
397.568	1	3	Incongruent	pCI	FEAR	HAPPY	FEAR	0.885	1	M20FA_9277	NIMH-ChEFS
401.621	1	2.5	Incongruent	pII	FEAR	HAPPY	FEAR	0.898	1	F10FA_4434	NIMH-ChEFS
405.172	1	2	Congruent	n/a	HAPPY	HAPPY	HAPPY	0.936	1	F7HS_3986	NIMH-ChEFS
408.223	1	3.5	Congruent	n/a	HAPPY	HAPPY	HAPPY	0.913	1	M12HS_7022	NIMH-ChEFS
412.773	1	3	Incongruent	pCI	FEAR	HAPPY	no_resp	-0.099	0	M7FS_5530	NIMH-ChEFS
416.819	1	2.5	Incongruent	pII	HAPPY	FEAR	HAPPY	1.181	1	F21HA_6550	NIMH-ChEFS
420.368	1	4	Congruent	n/a	HAPPY	HAPPY	HAPPY	0.811	1	M17HA_8742	NIMH-ChEFS
425.413	1	2.5	Congruent	n/a	FEAR	FEAR	FEAR	0.976	1	F39FS_9475	NIMH-ChEFS
428.964	1	3	Incongruent	pCI	HAPPY	FEAR	HAPPY	1.391	1	M11HA_6890	NIMH-ChEFS
433.012	1	2	Incongruent	pII	FEAR	HAPPY	FEAR	0.899	1	F19FA_6353	NIMH-ChEFS
436.06	1	4	Congruent	n/a	FEAR	FEAR	FEAR	0.932	1	M15FA_8374	NIMH-ChEFS
441.112	1	3.5	Congruent	n/a	HAPPY	HAPPY	HAPPY	0.739	1	F13HS_5255	NIMH-ChEFS
445.661	1	3.5	Incongruent	pCI	HAPPY	FEAR	HAPPY	0.783	1	M20HS_9191	NIMH-ChEFS
450.212	1	2.5	Incongruent	pII	FEAR	HAPPY	FEAR	0.722	1	M6FS_5422	NIMH-ChEFS
453.791	1	3	Congruent	n/a	HAPPY	HAPPY	HAPPY	0.801	1	F16HA_5934	NIMH-ChEFS
457.84	1	2	Congruent	n/a	FEAR	FEAR	FEAR	0.865	1	M18FA_8913	NIMH-ChEFS
460.888	1	4	Incongruent	pCI	HAPPY	FEAR	HAPPY	0.731	1	F39HS_9426	NIMH-ChEFS
465.938	1	3	Incongruent	pII	FEAR	HAPPY	FEAR	0.955	1	F3FS_3596	NIMH-ChEFS
469.987	1	3.5	Congruent	n/a	FEAR	FEAR	FEAR	0.785	1	M8FS_5869	NIMH-ChEFS
474.535	1	4	Congruent	n/a	HAPPY	HAPPY	HAPPY	0.549	1	M4HS_4862	NIMH-ChEFS
479.589	1	2.5	Incongruent	pCI	HAPPY	FEAR	HAPPY	1.12	1	F2HA_3451	NIMH-ChEFS
483.142	1	2	Incongruent	pII	HAPPY	FEAR	HAPPY	0.817	1	M10HA_6772	NIMH-ChEFS
486.192	1	2.5	Congruent	n/a	FEAR	FEAR	FEAR	0.817	1	F18FS_6229	NIMH-ChEFS
489.739	1	3	Congruent	n/a	HAPPY	HAPPY	HAPPY	0.837	1	F31HS_8581	NIMH-ChEFS
493.79	1	3.5	Incongruent	pCI	FEAR	HAPPY	no_resp	-0.099	0	M12FA_7082	NIMH-ChEFS
498.334	1	2	Incongruent	pII	HAPPY	FEAR	HAPPY	0.952	1	F12HA_5004	NIMH-ChEFS
501.384	1	4	Congruent	n/a	FEAR	FEAR	FEAR	0.973	1	F6FA_3922	NIMH-ChEFS
506.434	1	4	Congruent	n/a	HAPPY	HAPPY	HAPPY	0.884	1	M5HS_5134	NIMH-ChEFS
511.486	1	3	Incongruent	pCI	HAPPY	FEAR	HAPPY	1.038	1	M14HS_7912	NIMH-ChEFS
515.536	1	2	Incongruent	pII	FEAR	HAPPY	HAPPY	0.978	0	F32FS_8041	NIMH-ChEFS
518.582	1	3.5	Congruent	n/a	FEAR	FEAR	FEAR	1.245	1	M19FA_9129	NIMH-ChEFS
523.137	1	2.5	Congruent	n/a	HAPPY	HAPPY	HAPPY	0.837	1	F34HS_8209	NIMH-ChEFS
526.688	1	4	Incongruent	pCI	HAPPY	FEAR	HAPPY	0.996	1	M18HA_8854	NIMH-ChEFS
531.765	1	3.5	Incongruent	pII	FEAR	HAPPY	FEAR	1.139	1	F16FA_5992	NIMH-ChEFS
536.314	1	2	Congruent	n/a	FEAR	FEAR	no_resp	-0.099	0	F37FS_9007	NIMH-ChEFS
539.36	1	3	Congruent	n/a	HAPPY	HAPPY	no_resp	-0.099	0	M3HA_4707	NIMH-ChEFS
543.406	1	2.5	Incongruent	pCI	FEAR	HAPPY	no_resp	-0.099	0	M15FS_8364	NIMH-ChEFS
546.95	1	2.5	Incongruent	pII	FEAR	HAPPY	FEAR	0.831	1	F13FA_5314	NIMH-ChEFS
550.5	1	2	Congruent	n/a	HAPPY	HAPPY	HAPPY	0.743	1	F14HA_5595	NIMH-ChEFS
553.554	1	3	Congruent	n/a	FEAR	FEAR	FEAR	0.823	1	M5FA_5198	NIMH-ChEFS
557.602	1	3.5	Incongruent	pCI	FEAR	HAPPY	FEAR	0.885	1	F2FA_3491	NIMH-ChEFS
562.152	1	4	Incongruent	pII	HAPPY	FEAR	no_resp	-0.099	0	F23HS_7148	NIMH-ChEFS
567.195	1	4	Congruent	n/a	FEAR	FEAR	FEAR	0.661	1	M18FS_8888	NIMH-ChEFS
572.246	1	2.5	Congruent	n/a	HAPPY	HAPPY	HAPPY	0.485	1	F30HA_8500	NIMH-ChEFS
575.794	1	2	Incongruent	pCI	HAPPY	FEAR	HAPPY	0.582	1	M7HS_5497	NIMH-ChEFS
578.845	1	3	Incongruent	pII	FEAR	HAPPY	FEAR	0.856	1	F14FS_5632	NIMH-ChEFS
582.895	1	3.5	Congruent	n/a	HAPPY	HAPPY	HAPPY	0.699	1	M2HA_4506	NIMH-ChEFS
587.444	1	4	Congruent	n/a	FEAR	FEAR	FEAR	0.56	1	F21FA_6608	NIMH-ChEFS
592.49	1	3	Incongruent	pCI	HAPPY	FEAR	HAPPY	0.582	1	F6HS_3875	NIMH-ChEFS
596.537	1	2.5	Incongruent	pII	HAPPY	FEAR	HAPPY	0.607	1	M19HS_9059	NIMH-ChEFS
600.086	1	2	Congruent	n/a	FEAR	FEAR	FEAR	0.674	1	F4FS_3704	NIMH-ChEFS
603.136	1	3.5	Congruent	n/a	HAPPY	HAPPY	no_resp	-0.099	0	F32HA_7998	NIMH-ChEFS
607.679	1	2.5	Incongruent	pCI	HAPPY	FEAR	HAPPY	0.751	1	M6HA_5360	NIMH-ChEFS
611.23	1	3.5	Incongruent	pII	FEAR	HAPPY	FEAR	0.616	1	M16FA_8681	NIMH-ChEFS
615.805	1	4	Congruent	n/a	HAPPY	HAPPY	HAPPY	0.56	1	F19HS_6297	NIMH-ChEFS
620.856	1	3	Congruent	n/a	FEAR	FEAR	FEAR	0.755	1	F35FA_8465	NIMH-ChEFS
624.906	1	2	Incongruent	pCI	FEAR	HAPPY	FEAR	0.786	1	M4FS_4935	NIMH-ChEFS
627.956	1	4	Incongruent	pII	HAPPY	FEAR	HAPPY	0.794	1	F37HS_8954	NIMH-ChEFS
633.003	1	3	Congruent	n/a	FEAR	FEAR	FEAR	0.672	1	F30FS_8546	NIMH-ChEFS
637.054	1	3.5	Congruent	n/a	HAPPY	HAPPY	HAPPY	0.656	1	M9HS_6054	NIMH-ChEFS
