onset	duration	trial_type	trial_type_2	response_time	identifier	database
0.055	3.5	Congruent	-	0.863	M9FS_6104	DEFSS
4.621	2.5	Congruent	-	0.771	F13HA_5265	DEFSS
8.186	2	Incongruent	pCI	1.621	M4HA_4877	DEFSS
11.246	4	Incongruent	pII	1.638	F7FS_4016	DEFSS
16.296	3	Congruent	-	0.854	F30HS_8495	DEFSS
20.351	2	Congruent	-	0.781	M4FA_4941	DEFSS
23.431	4	Incongruent	pCI	0.992	F32FA_8053	DEFSS
28.485	3.5	Incongruent	pII	0.967	M10HS_6767	DEFSS
33.043	2.5	Congruent	-	1.188	F23HA_7156	DEFSS
36.619	3	Congruent	-	1.318	F13FS_5292	DEFSS
40.671	3.5	Incongruent	pCI	1.024	F4HS_3664	DEFSS
45.224	4	Incongruent	pII	1.215	M20HA_9192	DEFSS
50.279	2	Congruent	-	0.939	F18FA_6243	DEFSS
53.332	2.5	Congruent	-	0.841	M18HS_8848	DEFSS
56.885	3	Incongruent	pCI	0.972	M14FS_7958	DEFSS
60.936	4	Incongruent	pII	1.559	F39HA_9433	DEFSS
65.988	2	Congruent	-	0.862	M10_FA_6823	DEFSS
69.042	3.5	Congruent	-	0.908	F12HS_5000	DEFSS
73.595	2.5	Incongruent	pCI	1.242	M17FA_8799	DEFSS
77.146	3	Incongruent	pII	1.137	F2FS_3470	DEFSS
81.198	4	Congruent	-	1.037	M14HA_7913	DEFSS
86.256	3	Congruent	-	0.908	F7HA_3985	DEFSS
90.307	2.5	Incongruent	pCI	0.893	M2FS_4636	DEFSS
93.859	3.5	Incongruent	pII	1.454	F18HS_6186	DEFSS
98.412	2	Congruent	-	1.027	F39FA_9489	DEFSS
101.463	4	Congruent	-	0.832	M2HS_4493	DEFSS
106.545	2.5	Incongruent	pCI	0.936	F1HA_3424	DEFSS
110.099	3.5	Incongruent	pII	0.943	M6FA__5449	DEFSS
114.647	2	Congruent	-	0.951	M19FS_9117	DEFSS
117.701	3	Congruent	-	0.744	F35HS_8418	DEFSS
121.782	2.5	Incongruent	pCI	1.297	F16FS_5978	DEFSS
125.331	2	Incongruent	pII	0.883	M1FA_4336	DEFSS
128.386	4	Congruent	-	1.156	M9HA_6057	DEFSS
133.443	3	Congruent	-	1.502	F4FA_3712	DEFSS
137.52	3.5	Incongruent	pCI	0.684	M15HS_8316	DEFSS
142.072	2	Incongruent	pII	0.848	F21FS_6587	DEFSS
145.128	3	Congruent	-	0.796	F19HA_6311	DEFSS
149.181	3.5	Congruent	-	1.133	M10_4FS_6817	DEFSS
153.731	2.5	Incongruent	pCI	0.721	F2HS_3448	DEFSS
157.276	4	Incongruent	pII	1.427	F10HA_4379	DEFSS
162.326	3	Congruent	-	1.522	M14FA_7960	DEFSS
166.373	4	Congruent	-	0.746	F30FA_8552	DEFSS
171.421	3.5	Incongruent	pCI	0.88	M8HA_5828	DEFSS
175.973	2.5	Incongruent	pII	1.195	F35FS_8451	DEFSS
179.529	2	Congruent	-	1.773	M1HS_4301	DEFSS
182.581	2	Congruent	-	1.116	F37FA_9020	DEFSS
185.632	4	Incongruent	pCI	0.849	M11FS_6953	DEFSS
190.684	3.5	Incongruent	pII	1.362	F34HA_8219	DEFSS
195.234	3	Congruent	-	0.749	F10FS_4426	DEFSS
199.287	2.5	Congruent	-	1.078	M16HS_8633	DEFSS
202.843	4	Incongruent	pCI	1.066	M5HA_5140	DEFSS
207.922	3	Incongruent	pII	2.104	F12FA_5062	DEFSS
211.975	3.5	Congruent	-	2.338	F16HS_5924	DEFSS
216.532	2	Congruent	-	1.183	M2FA_4644	DEFSS
219.612	2.5	Incongruent	pCI	-0.099	M16FS_8676	DEFSS
223.156	2.5	Incongruent	pII	-0.099	F6HA_3882	DEFSS
226.701	3.5	Congruent	-	1.084	F19FS_6344	DEFSS
231.251	3	Congruent	-	0.672	M8FA_5885	DEFSS
235.302	4	Incongruent	pCI	0.827	F32HS_7996	DEFSS
240.355	2	Incongruent	pII	1.561	M19HA_9066	DEFSS
243.407	3	Congruent	-	1.618	M3FS_4775	DEFSS
247.456	2	Congruent	-	1.193	F3HA_3545	DEFSS
250.512	3.5	Incongruent	pCI	1.081	M9FA_6121	DEFSS
255.062	4	Incongruent	pII	1.32	F14FA_5638	DEFSS
260.117	2.5	Congruent	-	1.159	M6HS_5354	DEFSS
263.67	3.5	Congruent	-	1.15	F21HS_6544	DEFSS
268.224	4	Incongruent	pCI	0.803	M17FS_8783	DEFSS
273.3	2.5	Incongruent	pII	0.871	F37HA_8965	DEFSS
276.852	2	Congruent	-	0.818	M12HA_7030	DEFSS
279.905	3	Congruent	-	1.018	F31FS_7861	DEFSS
283.957	2.5	Incongruent	pCI	1.001	F3FA_3605	DEFSS
287.506	4	Incongruent	pII	1.065	M3HS_4695	DEFSS
292.558	3	Congruent	-	2.262	M11FA_6969	DEFSS
296.616	2	Congruent	-	0.918	F14HS_5590	DEFSS
299.671	3.5	Incongruent	pCI	1.544	M12FS_7070	DEFSS
304.252	2.5	Incongruent	pII	2.209	F6FS_3906	DEFSS
307.832	2	Congruent	-	1.041	M7HA_5500	DEFSS
310.89	3	Congruent	-	0.927	F23FA_7228	DEFSS
314.941	3.5	Incongruent	pCI	1.862	F31HA_8583	DEFSS
319.492	4	Incongruent	pII	1.211	M11HS_6885	DEFSS
324.569	2	Congruent	-	2.111	M3FA_4789	DEFSS
327.621	4	Congruent	-	2.352	F34FS_8257	DEFSS
332.698	3	Incongruent	pCI	-0.099	M17HS_8732	DEFSS
