onset	duration	trial_type	trial_type_2	response_time	identifier	database
-0.318	3	Congruent	-	1.229	M9FS_6104	DEFSS
3.76	4	Congruent	-	0.787	F13HA_5265	DEFSS
8.835	2.5	Incongruent	pCI	0.792	M4HA_4877	DEFSS
12.399	2	Incongruent	pII	0.578	F7FS_4016	DEFSS
15.447	3.5	Congruent	-	0.528	F30HS_8495	DEFSS
20.014	2	Congruent	-	0.582	M4FA_4941	DEFSS
23.082	3.5	Incongruent	pCI	0.879	F32FA_8053	DEFSS
27.651	3	Incongruent	pII	0.712	M10HS_6767	DEFSS
31.721	4	Congruent	-	0.639	F23HA_7156	DEFSS
36.789	2.5	Congruent	-	0.642	F13FS_5292	DEFSS
40.359	3.5	Incongruent	pCI	0.78	F4HS_3664	DEFSS
44.926	2	Incongruent	pII	0.704	M20HA_9192	DEFSS
47.996	2.5	Congruent	-	0.882	F18FA_6243	DEFSS
51.542	3	Congruent	-	0.474	M18HS_8848	DEFSS
55.613	4	Incongruent	pCI	0.782	M14FS_7958	DEFSS
60.682	3	Incongruent	pII	0.968	F39HA_9433	DEFSS
64.752	4	Congruent	-	0.77	M10_FA_6823	DEFSS
69.822	3.5	Congruent	-	0.889	F12HS_5000	DEFSS
74.394	2.5	Incongruent	pCI	0.843	M17FA_8799	DEFSS
77.964	2	Incongruent	pII	0.869	F2FS_3470	DEFSS
81.033	2	Congruent	-	0.812	M14HA_7913	DEFSS
84.103	3	Congruent	-	0.593	F7HA_3985	DEFSS
88.174	4	Incongruent	pCI	0.452	M2FS_4636	DEFSS
93.241	2.5	Incongruent	pII	0.521	F18HS_6186	DEFSS
96.808	3.5	Congruent	-	0.762	F39FA_9489	DEFSS
101.38	3	Congruent	-	0.557	M2HS_4493	DEFSS
105.436	4	Incongruent	pCI	0.703	F1HA_3424	DEFSS
110.497	2	Incongruent	pII	0.524	M6FA__5449	DEFSS
113.56	2.5	Congruent	-	0.753	M19FS_9117	DEFSS
117.103	3.5	Congruent	-	0.681	F35HS_8418	DEFSS
121.645	2	Incongruent	pCI	1.181	F16FS_5978	DEFSS
124.708	3	Incongruent	pII	0.695	M1FA_4336	DEFSS
128.756	2.5	Congruent	-	0.664	M9HA_6057	DEFSS
132.298	4	Congruent	-	0.639	F4FA_3712	DEFSS
137.35	3.5	Incongruent	pCI	0.797	M15HS_8316	DEFSS
141.893	4	Incongruent	pII	0.638	F21FS_6587	DEFSS
146.939	2	Congruent	-	0.641	F19HA_6311	DEFSS
149.979	2.5	Congruent	-	1.079	M10_4FS_6817	DEFSS
153.525	3.5	Incongruent	pCI	0.576	F2HS_3448	DEFSS
158.081	3	Incongruent	pII	0.809	F10HA_4379	DEFSS
162.126	3.5	Congruent	-	0.58	M14FA_7960	DEFSS
166.679	4	Congruent	-	0.96	F30FA_8552	DEFSS
171.722	2.5	Incongruent	pCI	0.797	M8HA_5828	DEFSS
175.265	2	Incongruent	pII	1.086	F35FS_8451	DEFSS
178.32	3	Congruent	-	0.882	M1HS_4301	DEFSS
182.373	2.5	Congruent	-	1.165	F37FA_9020	DEFSS
185.94	3.5	Incongruent	pCI	0.718	M11FS_6953	DEFSS
190.505	2	Incongruent	pII	0.975	F34HA_8219	DEFSS
193.546	4	Congruent	-	0.629	F10FS_4426	DEFSS
198.599	3	Congruent	-	0.708	M16HS_8633	DEFSS
202.639	2	Incongruent	pCI	0.996	M5HA_5140	DEFSS
205.7	4	Incongruent	pII	0.854	F12FA_5062	DEFSS
210.757	3.5	Congruent	-	0.6	F16HS_5924	DEFSS
215.315	3	Congruent	-	1.028	M2FA_4644	DEFSS
219.371	2.5	Incongruent	pCI	0.604	M16FS_8676	DEFSS
222.926	3	Incongruent	pII	0.573	F6HA_3882	DEFSS
226.983	2	Congruent	-	0.684	F19FS_6344	DEFSS
230.032	3.5	Congruent	-	0.739	M8FA_5885	DEFSS
234.572	4	Incongruent	pCI	0.677	F32HS_7996	DEFSS
239.615	2.5	Incongruent	pII	0.663	M19HA_9066	DEFSS
243.182	2	Congruent	-	0.791	M3FS_4775	DEFSS
246.25	4	Congruent	-	0.787	F3HA_3545	DEFSS
251.319	3.5	Incongruent	pCI	0.722	M9FA_6121	DEFSS
255.889	3	Incongruent	pII	1.058	F14FA_5638	DEFSS
259.955	2.5	Congruent	-	0.623	M6HS_5354	DEFSS
263.524	3.5	Congruent	-	0.612	F21HS_6544	DEFSS
268.069	2	Incongruent	pCI	0.525	M17FS_8783	DEFSS
271.114	2.5	Incongruent	pII	1.014	F37HA_8965	DEFSS
274.674	4	Congruent	-	0.893	M12HA_7030	DEFSS
279.715	3	Congruent	-	0.639	F31FS_7861	DEFSS
283.759	4	Incongruent	pCI	0.898	F3FA_3605	DEFSS
288.803	2	Incongruent	pII	0.837	M3HS_4695	DEFSS
291.868	2.5	Congruent	-	0.812	M11FA_6969	DEFSS
295.435	3.5	Congruent	-	0.712	F14HS_5590	DEFSS
299.981	3	Incongruent	pCI	0.7	M12FS_7070	DEFSS
304.053	2	Incongruent	pII	1.004	F6FS_3906	DEFSS
307.093	3.5	Congruent	-	0.914	M7HA_5500	DEFSS
311.656	3	Congruent	-	0.772	F23FA_7228	DEFSS
315.703	2.5	Incongruent	pCI	0.641	F31HA_8583	DEFSS
319.247	4	Incongruent	pII	1.204	M11HS_6885	DEFSS
324.292	4	Congruent	-	0.785	M3FA_4789	DEFSS
329.335	3	Congruent	-	0.755	F34FS_8257	DEFSS
333.381	3.5	Incongruent	pCI	0.562	M17HS_8732	DEFSS
337.95	2.5	Incongruent	pII	0.627	F7FA_4040	DEFSS
341.517	2	Congruent	-	0.878	F10HS_4372	DEFSS
344.562	2	Congruent	-	0.593	M1FS_4325	DEFSS
347.63	3	Incongruent	pCI	0.6	M6_1FA_5445	DEFSS
351.672	2.5	Incongruent	pII	0.773	F35HA_8422	DEFSS
355.215	4	Congruent	-	0.691	M16HA_8638	DEFSS
360.258	3.5	Congruent	-	0.896	F12FS_5036	DEFSS
364.822	3.5	Incongruent	pCI	0.657	F1HS_3423	DEFSS
369.389	2	Incongruent	pII	0.535	M7FA_5539	DEFSS
372.459	2.5	Congruent	-	0.911	F34FA_8267	DEFSS
376.029	3	Congruent	-	0.742	M8HS_5817	DEFSS
380.077	4	Incongruent	pCI	0.563	F23FS_7205	DEFSS
385.122	2	Incongruent	pII	0.406	M1HA_4302	DEFSS
388.187	4	Congruent	-	0.836	M5FS_5188	DEFSS
393.256	3.5	Congruent	-	0.64	F18HA_6193	DEFSS
397.822	2.5	Incongruent	pCI	0.811	M20FA_9277	DEFSS
401.389	3	Incongruent	pII	0.725	F10FA_4434	DEFSS
405.436	3.5	Congruent	-	0.805	F7HS_3986	DEFSS
410.006	3	Congruent	-	0.667	M12HS_7022	DEFSS
414.056	2	Incongruent	pCI	0.792	M7FS_5530	DEFSS
417.121	2.5	Incongruent	pII	0.85	F21HA_6550	DEFSS
420.662	4	Congruent	-	0.615	M17HA_8742	DEFSS
425.728	3.5	Congruent	-	0.485	F39FS_9475	DEFSS
430.271	4	Incongruent	pCI	0.799	M11HA_6890	DEFSS
435.318	3	Incongruent	pII	1.032	F19FA_6353	DEFSS
439.36	2.5	Congruent	-	0.733	M15FA_8374	DEFSS
442.904	2	Congruent	-	0.476	F13HS_5255	DEFSS
445.969	3.5	Incongruent	pCI	1.003	M20HS_9191	DEFSS
450.515	4	Incongruent	pII	0.944	M6FS_5422	DEFSS
455.583	2.5	Congruent	-	1.087	F16HA_5934	DEFSS
459.15	3	Congruent	-	0.5	M18FA_8913	DEFSS
463.215	2	Incongruent	pCI	0.493	F39HS_9426	DEFSS
466.283	3.5	Incongruent	pII	1.107	F3FS_3596	DEFSS
470.846	2	Congruent	-	0.752	M8FS_5869	DEFSS
473.89	2.5	Congruent	-	0.765	M4HS_4862	DEFSS
477.432	3	Incongruent	pCI	0.792	F2HA_3451	DEFSS
481.476	4	Incongruent	pII	0.782	M10HA_6772	DEFSS
486.518	2	Congruent	-	0.839	F18FS_6229	DEFSS
489.561	2.5	Congruent	-	0.987	F31HS_8581	DEFSS
493.108	3	Incongruent	pCI	0.579	M12FA_7082	DEFSS
497.151	3.5	Incongruent	pII	0.544	F12HA_5004	DEFSS
501.714	4	Congruent	-	0.777	F6FA_3922	DEFSS
506.771	4	Congruent	-	0.818	M5HS_5134	DEFSS
511.813	2.5	Incongruent	pCI	0.626	M14HS_7912	DEFSS
515.358	2	Incongruent	pII	0.89	F32FS_8041	DEFSS
518.398	3	Congruent	-	0.875	M19FA_9129	DEFSS
522.454	3.5	Congruent	-	0.771	F34HS_8209	DEFSS
526.993	3	Incongruent	pCI	1.889	M18HA_8854	DEFSS
531.058	3.5	Incongruent	pII	1.226	F16FA_5992	DEFSS
535.604	4	Congruent	-	0.968	F37FS_9007	DEFSS
540.648	2.5	Congruent	-	0.559	M3HA_4707	DEFSS
544.214	2	Incongruent	pCI	0.74	M15FS_8364	DEFSS
547.258	3.5	Incongruent	pII	0.697	F13FA_5314	DEFSS
551.807	2	Congruent	-	0.781	F14HA_5595	DEFSS
554.852	3	Congruent	-	0.853	M5FA_5198	DEFSS
558.895	4	Incongruent	pCI	0.67	F2FA_3491	DEFSS
563.952	2.5	Incongruent	pII	1.004	F23HS_7148	DEFSS
567.518	3	Congruent	-	0.95	M18FS_8888	DEFSS
571.561	2	Congruent	-	0.984	F30HA_8500	DEFSS
574.603	2.5	Incongruent	pCI	1.208	M7HS_5497	DEFSS
578.147	3.5	Incongruent	pII	0.723	F14FS_5632	DEFSS
582.706	4	Congruent	-	0.643	M2HA_4506	DEFSS
587.753	2	Congruent	-	0.749	F21FA_6608	DEFSS
590.795	3.5	Incongruent	pCI	0.865	F6HS_3875	DEFSS
595.346	2.5	Incongruent	pII	0.829	M19HS_9059	DEFSS
