onset	duration	trial_type	trial_type_2	response_time	identifier	database
0.065	4	Congruent	-	1.624	M9FS_6104	DEFSS
5.157	2	Congruent	-	1.227	F13HA_5265	DEFSS
8.237	2.5	Incongruent	pCI	0.987	M4HA_4877	DEFSS
11.833	3	Incongruent	pII	0.801	F7FS_4016	DEFSS
15.912	3.5	Congruent	-	1.087	F30HS_8495	DEFSS
20.49	4	Congruent	-	1.139	M4FA_4941	DEFSS
25.563	2.5	Incongruent	pCI	0.986	F32FA_8053	DEFSS
29.137	3	Incongruent	pII	1.167	M10HS_6767	DEFSS
33.211	2	Congruent	-	1.773	F23HA_7156	DEFSS
36.255	3.5	Congruent	-	1.504	F13FS_5292	DEFSS
40.829	4	Incongruent	pCI	1.385	F4HS_3664	DEFSS
45.9	2	Incongruent	pII	1.654	M20HA_9192	DEFSS
48.971	3	Congruent	-	1.498	F18FA_6243	DEFSS
53.044	2.5	Congruent	-	1.55	M18HS_8848	DEFSS
56.619	3.5	Incongruent	pCI	1.585	M14FS_7958	DEFSS
61.191	4	Incongruent	pII	1.748	F39HA_9433	DEFSS
66.267	3	Congruent	-	1.167	M10_FA_6823	DEFSS
70.339	3.5	Congruent	-	1.345	F12HS_5000	DEFSS
74.913	2	Incongruent	pCI	1.461	M17FA_8799	DEFSS
77.986	2.5	Incongruent	pII	1.453	F2FS_3470	DEFSS
81.558	3.5	Congruent	-	1.281	M14HA_7913	DEFSS
86.131	2	Congruent	-	1.208	F7HA_3985	DEFSS
89.203	2.5	Incongruent	pCI	1.341	M2FS_4636	DEFSS
92.774	3	Incongruent	pII	1.315	F18HS_6186	DEFSS
96.844	4	Congruent	-	1.53	F39FA_9489	DEFSS
101.921	2.5	Congruent	-	1.253	M2HS_4493	DEFSS
105.491	2	Incongruent	pCI	1.478	F1HA_3424	DEFSS
108.562	4	Incongruent	pII	1.642	M6FA__5449	DEFSS
113.634	3.5	Congruent	-	1.34	M19FS_9117	DEFSS
118.206	3	Congruent	-	1.038	F35HS_8418	DEFSS
