onset	duration	trial_type	trial_type_2	response_time	identifier	database
0.056	3.5	Congruent	-	0.935	M9FS_6104	DEFSS
4.621	2.5	Congruent	-	1.128	F13HA_5265	DEFSS
8.181	2	Incongruent	pCI	1.015	M4HA_4877	DEFSS
11.275	4	Incongruent	pII	0.779	F7FS_4016	DEFSS
16.333	3	Congruent	-	0.717	F30HS_8495	DEFSS
20.385	2	Congruent	-	0.737	M4FA_4941	DEFSS
23.438	4	Incongruent	pCI	0.918	F32FA_8053	DEFSS
28.489	3.5	Incongruent	pII	0.895	M10HS_6767	DEFSS
33.042	2.5	Congruent	-	0.981	F23HA_7156	DEFSS
36.594	3	Congruent	-	0.778	F13FS_5292	DEFSS
40.643	3.5	Incongruent	pCI	0.996	F4HS_3664	DEFSS
45.197	4	Incongruent	pII	0.878	M20HA_9192	DEFSS
50.272	2	Congruent	-	0.789	F18FA_6243	DEFSS
53.323	2.5	Congruent	-	0.877	M18HS_8848	DEFSS
56.876	3	Incongruent	pCI	1.097	M14FS_7958	DEFSS
60.926	4	Incongruent	pII	0.779	F39HA_9433	DEFSS
65.977	2	Congruent	-	1.388	M10_FA_6823	DEFSS
69.022	3.5	Congruent	-	0.698	F12HS_5000	DEFSS
73.573	2.5	Incongruent	pCI	1.2	M17FA_8799	DEFSS
77.126	3	Incongruent	pII	0.819	F2FS_3470	DEFSS
81.179	4	Congruent	-	0.726	M14HA_7913	DEFSS
86.226	3	Congruent	-	0.904	F7HA_3985	DEFSS
90.277	2.5	Incongruent	pCI	0.723	M2FS_4636	DEFSS
93.822	3.5	Incongruent	pII	0.967	F18HS_6186	DEFSS
98.371	2	Congruent	-	0.837	F39FA_9489	DEFSS
101.422	4	Congruent	-	0.7	M2HS_4493	DEFSS
106.472	2.5	Incongruent	pCI	0.897	F1HA_3424	DEFSS
110.023	3.5	Incongruent	pII	0.637	M6FA__5449	DEFSS
114.575	2	Congruent	-	0.851	M19FS_9117	DEFSS
117.627	3	Congruent	-	0.811	F35HS_8418	DEFSS
121.678	2.5	Incongruent	pCI	0.719	F16FS_5978	DEFSS
125.259	2	Incongruent	pII	0.784	M1FA_4336	DEFSS
128.309	4	Congruent	-	0.656	M9HA_6057	DEFSS
133.358	3	Congruent	-	0.983	F4FA_3712	DEFSS
137.407	3.5	Incongruent	pCI	0.652	M15HS_8316	DEFSS
141.959	2	Incongruent	pII	0.878	F21FS_6587	DEFSS
145.01	3	Congruent	-	0.841	F19HA_6311	DEFSS
149.059	3.5	Congruent	-	0.708	M10_4FS_6817	DEFSS
153.611	2.5	Incongruent	pCI	1.034	F2HS_3448	DEFSS
157.159	4	Incongruent	pII	0.974	F10HA_4379	DEFSS
162.211	3	Congruent	-	0.919	M14FA_7960	DEFSS
166.261	4	Congruent	-	0.895	F30FA_8552	DEFSS
171.309	3.5	Incongruent	pCI	0.935	M8HA_5828	DEFSS
175.859	2.5	Incongruent	pII	1.009	F35FS_8451	DEFSS
179.409	2	Congruent	-	0.775	M1HS_4301	DEFSS
182.458	2	Congruent	-	0.922	F37FA_9020	DEFSS
185.508	4	Incongruent	pCI	0.916	M11FS_6953	DEFSS
190.558	3.5	Incongruent	pII	0.986	F34HA_8219	DEFSS
195.108	3	Congruent	-	0.927	F10FS_4426	DEFSS
199.155	2.5	Congruent	-	0.764	M16HS_8633	DEFSS
202.704	4	Incongruent	pCI	1.14	M5HA_5140	DEFSS
207.757	3	Incongruent	pII	0.908	F12FA_5062	DEFSS
211.808	3.5	Congruent	-	0.73	F16HS_5924	DEFSS
216.357	2	Congruent	-	0.882	M2FA_4644	DEFSS
219.413	2.5	Incongruent	pCI	0.92	M16FS_8676	DEFSS
222.992	2.5	Incongruent	pII	0.878	F6HA_3882	DEFSS
226.54	3.5	Congruent	-	0.933	F19FS_6344	DEFSS
231.09	3	Congruent	-	0.866	M8FA_5885	DEFSS
235.138	4	Incongruent	pCI	0.901	F32HS_7996	DEFSS
240.188	2	Incongruent	pII	1.056	M19HA_9066	DEFSS
243.241	3	Congruent	-	0.876	M3FS_4775	DEFSS
247.294	2	Congruent	-	0.735	F3HA_3545	DEFSS
250.371	3.5	Incongruent	pCI	0.919	M9FA_6121	DEFSS
254.922	4	Incongruent	pII	0.914	F14FA_5638	DEFSS
259.974	2.5	Congruent	-	0.741	M6HS_5354	DEFSS
263.525	3.5	Congruent	-	0.742	F21HS_6544	DEFSS
268.074	4	Incongruent	pCI	0.947	M17FS_8783	DEFSS
273.123	2.5	Incongruent	pII	0.959	F37HA_8965	DEFSS
276.674	2	Congruent	-	1.05	M12HA_7030	DEFSS
279.724	3	Congruent	-	0.775	F31FS_7861	DEFSS
283.775	2.5	Incongruent	pCI	1.077	F3FA_3605	DEFSS
287.329	4	Incongruent	pII	0.936	M3HS_4695	DEFSS
292.376	3	Congruent	-	0.849	M11FA_6969	DEFSS
296.429	2	Congruent	-	0.661	F14HS_5590	DEFSS
299.479	3.5	Incongruent	pCI	0.847	M12FS_7070	DEFSS
304.029	2.5	Incongruent	pII	0.925	F6FS_3906	DEFSS
307.579	2	Congruent	-	0.829	M7HA_5500	DEFSS
310.63	3	Congruent	-	1.115	F23FA_7228	DEFSS
314.68	3.5	Incongruent	pCI	0.949	F31HA_8583	DEFSS
319.225	4	Incongruent	pII	0.79	M11HS_6885	DEFSS
324.274	2	Congruent	-	0.856	M3FA_4789	DEFSS
327.323	4	Congruent	-	0.928	F34FS_8257	DEFSS
332.373	3	Incongruent	pCI	0.751	M17HS_8732	DEFSS
336.423	3.5	Incongruent	pII	0.822	F7FA_4040	DEFSS
340.976	2.5	Congruent	-	0.722	F10HS_4372	DEFSS
344.528	3.5	Congruent	-	1.274	M1FS_4325	DEFSS
