onset	duration	interstimulus_interval	trial_type	trial_type_2	target_condition	distractor	response	response_time	correct	identifier	database
0.054	1	3	Congruent	n/a	FEAR	FEAR	FEAR	2.391	1	M9FS_6104	NIMH-ChEFS
4.131	1	4	Congruent	n/a	HAPPY	HAPPY	HAPPY	2.355	1	F13HA_5265	NIMH-ChEFS
9.205	1	2.5	Incongruent	pCI	HAPPY	FEAR	HAPPY	2.038	1	M4HA_4877	NIMH-ChEFS
12.765	1	2	Incongruent	pII	FEAR	HAPPY	no_resp	-0.099	0	F7FS_4016	NIMH-ChEFS
15.811	1	3.5	Congruent	n/a	HAPPY	HAPPY	FEAR	0.08	0	F30HS_8495	NIMH-ChEFS
20.378	1	2	Congruent	n/a	FEAR	FEAR	no_resp	-0.099	0	M4FA_4941	NIMH-ChEFS
23.422	1	3.5	Incongruent	pCI	FEAR	HAPPY	FEAR	1.27	1	F32FA_8053	NIMH-ChEFS
27.992	1	3	Incongruent	pII	HAPPY	FEAR	HAPPY	2.198	1	M10HS_6767	NIMH-ChEFS
32.04	1	4	Congruent	n/a	HAPPY	HAPPY	HAPPY	2.46	1	F23HA_7156	NIMH-ChEFS
37.087	1	2.5	Congruent	n/a	FEAR	FEAR	FEAR	1.544	1	F13FS_5292	NIMH-ChEFS
40.647	1	3.5	Incongruent	pCI	HAPPY	FEAR	HAPPY	1.495	1	F4HS_3664	NIMH-ChEFS
45.216	1	2	Incongruent	pII	HAPPY	FEAR	HAPPY	2.028	1	M20HA_9192	NIMH-ChEFS
48.282	1	2.5	Congruent	n/a	FEAR	FEAR	FEAR	1.717	1	F18FA_6243	NIMH-ChEFS
51.852	1	3	Congruent	n/a	HAPPY	HAPPY	HAPPY	1.859	1	M18HS_8848	NIMH-ChEFS
55.899	1	4	Incongruent	pCI	FEAR	HAPPY	FEAR	1.288	1	M14FS_7958	NIMH-ChEFS
60.945	1	3	Incongruent	pII	HAPPY	FEAR	FEAR	0.193	0	F39HA_9433	NIMH-ChEFS
65.014	1	4	Congruent	n/a	FEAR	FEAR	FEAR	2.024	1	M10_FA_6823	NIMH-ChEFS
