onset	duration	interstimulus_interval	trial_type	trial_type_2	target_condition	distractor	response	response_time	correct	identifier	database
0.053	1	2.5	Congruent	n/a	FEAR	FEAR	HAPPY	1.15	0	M9FS_6104	NIMH-ChEFS
3.632	1	3	Congruent	n/a	HAPPY	HAPPY	HAPPY	0.803	1	F13HA_5265	NIMH-ChEFS
7.687	1	4	Incongruent	pCI	HAPPY	FEAR	FEAR	0.647	0	M4HA_4877	NIMH-ChEFS
12.747	1	2	Incongruent	pII	FEAR	HAPPY	FEAR	0.802	1	F7FS_4016	NIMH-ChEFS
15.819	1	3.5	Congruent	n/a	HAPPY	HAPPY	HAPPY	0.551	1	F30HS_8495	NIMH-ChEFS
20.365	1	4	Congruent	n/a	FEAR	FEAR	FEAR	0.497	1	M4FA_4941	NIMH-ChEFS
25.436	1	2.5	Incongruent	pCI	FEAR	HAPPY	FEAR	0.862	1	F32FA_8053	NIMH-ChEFS
28.982	1	3.5	Incongruent	pII	HAPPY	FEAR	HAPPY	0.88	1	M10HS_6767	NIMH-ChEFS
33.548	1	2	Congruent	n/a	HAPPY	HAPPY	HAPPY	0.769	1	F23HA_7156	NIMH-ChEFS
36.592	1	3	Congruent	n/a	FEAR	FEAR	FEAR	0.799	1	F13FS_5292	NIMH-ChEFS
40.638	1	3	Incongruent	pCI	HAPPY	FEAR	HAPPY	1.121	1	F4HS_3664	NIMH-ChEFS
44.682	1	3.5	Incongruent	pII	HAPPY	FEAR	HAPPY	1.224	1	M20HA_9192	NIMH-ChEFS
49.249	1	2	Congruent	n/a	FEAR	FEAR	FEAR	0.735	1	F18FA_6243	NIMH-ChEFS
52.296	1	2.5	Congruent	n/a	HAPPY	HAPPY	HAPPY	0.81	1	M18HS_8848	NIMH-ChEFS
55.867	1	4	Incongruent	pCI	FEAR	HAPPY	FEAR	0.782	1	M14FS_7958	NIMH-ChEFS
60.933	1	3.5	Incongruent	pII	HAPPY	FEAR	HAPPY	0.832	1	F39HA_9433	NIMH-ChEFS
65.476	1	4	Congruent	n/a	FEAR	FEAR	FEAR	0.607	1	M10_FA_6823	NIMH-ChEFS
70.533	1	2	Congruent	n/a	HAPPY	HAPPY	HAPPY	0.641	1	F12HS_5000	NIMH-ChEFS
73.603	1	3	Incongruent	pCI	FEAR	HAPPY	FEAR	0.506	1	M17FA_8799	NIMH-ChEFS
77.65	1	2.5	Incongruent	pII	FEAR	HAPPY	HAPPY	0.348	0	F2FS_3470	NIMH-ChEFS
81.22	1	2.5	Congruent	n/a	HAPPY	HAPPY	FEAR	0.567	0	M14HA_7913	NIMH-ChEFS
84.79	1	4	Congruent	n/a	HAPPY	HAPPY	HAPPY	0.75	1	F7HA_3985	NIMH-ChEFS
89.838	1	2	Incongruent	pCI	FEAR	HAPPY	HAPPY	0.763	0	M2FS_4636	NIMH-ChEFS
92.881	1	3	Incongruent	pII	HAPPY	FEAR	HAPPY	0.848	1	F18HS_6186	NIMH-ChEFS
96.948	1	3.5	Congruent	n/a	FEAR	FEAR	FEAR	0.615	1	F39FA_9489	NIMH-ChEFS
101.495	1	3.5	Congruent	n/a	HAPPY	HAPPY	HAPPY	1.14	1	M2HS_4493	NIMH-ChEFS
106.063	1	2.5	Incongruent	pCI	HAPPY	FEAR	HAPPY	0.838	1	F1HA_3424	NIMH-ChEFS
109.607	1	4	Incongruent	pII	FEAR	HAPPY	FEAR	0.901	1	M6FA__5449	NIMH-ChEFS
114.652	1	3	Congruent	n/a	FEAR	FEAR	HAPPY	0.656	0	M19FS_9117	NIMH-ChEFS
118.699	1	2	Congruent	n/a	HAPPY	HAPPY	HAPPY	1.007	1	F35HS_8418	NIMH-ChEFS
121.743	1	2.5	Incongruent	pCI	FEAR	HAPPY	FEAR	0.654	1	F16FS_5978	NIMH-ChEFS
125.29	1	3.5	Incongruent	pII	FEAR	HAPPY	HAPPY	1.063	0	M1FA_4336	NIMH-ChEFS
129.835	1	3	Congruent	n/a	HAPPY	HAPPY	FEAR	0.587	0	M9HA_6057	NIMH-ChEFS
133.879	1	4	Congruent	n/a	FEAR	FEAR	FEAR	0.721	1	F4FA_3712	NIMH-ChEFS
138.946	1	2	Incongruent	pCI	HAPPY	FEAR	FEAR	0.925	0	M15HS_8316	NIMH-ChEFS
142.02	1	3.5	Incongruent	pII	FEAR	HAPPY	HAPPY	0.565	0	F21FS_6587	NIMH-ChEFS
146.565	1	2.5	Congruent	n/a	HAPPY	HAPPY	HAPPY	0.543	1	F19HA_6311	NIMH-ChEFS
150.134	1	2	Congruent	n/a	FEAR	FEAR	FEAR	0.618	1	M10_4FS_6817	NIMH-ChEFS
153.179	1	3	Incongruent	pCI	HAPPY	FEAR	HAPPY	0.799	1	F2HS_3448	NIMH-ChEFS
157.224	1	4	Incongruent	pII	HAPPY	FEAR	HAPPY	0.866	1	F10HA_4379	NIMH-ChEFS
162.27	1	2.5	Congruent	n/a	FEAR	FEAR	FEAR	0.831	1	M14FA_7960	NIMH-ChEFS
165.814	1	4	Congruent	n/a	FEAR	FEAR	FEAR	0.95	1	F30FA_8552	NIMH-ChEFS
170.883	1	3.5	Incongruent	pCI	HAPPY	FEAR	FEAR	0.834	0	M8HA_5828	NIMH-ChEFS
175.429	1	3	Incongruent	pII	FEAR	HAPPY	FEAR	0.788	1	F35FS_8451	NIMH-ChEFS
179.475	1	2	Congruent	n/a	HAPPY	HAPPY	HAPPY	1.114	1	M1HS_4301	NIMH-ChEFS
182.518	1	2.5	Congruent	n/a	FEAR	FEAR	FEAR	0.6	1	F37FA_9020	NIMH-ChEFS
186.063	1	2	Incongruent	pCI	FEAR	HAPPY	FEAR	1.002	1	M11FS_6953	NIMH-ChEFS
189.127	1	4	Incongruent	pII	HAPPY	FEAR	HAPPY	0.656	1	F34HA_8219	NIMH-ChEFS
194.167	1	3.5	Congruent	n/a	FEAR	FEAR	FEAR	0.968	1	F10FS_4426	NIMH-ChEFS
198.713	1	3	Congruent	n/a	HAPPY	HAPPY	HAPPY	0.73	1	M16HS_8633	NIMH-ChEFS
202.76	1	2	Incongruent	pCI	HAPPY	FEAR	HAPPY	0.644	1	M5HA_5140	NIMH-ChEFS
205.828	1	3	Incongruent	pII	FEAR	HAPPY	FEAR	0.984	1	F12FA_5062	NIMH-ChEFS
209.874	1	4	Congruent	n/a	HAPPY	HAPPY	HAPPY	0.669	1	F16HS_5924	NIMH-ChEFS
214.919	1	3.5	Congruent	n/a	FEAR	FEAR	FEAR	0.533	1	M2FA_4644	NIMH-ChEFS
219.466	1	2.5	Incongruent	pCI	FEAR	HAPPY	FEAR	0.798	1	M16FS_8676	NIMH-ChEFS
223.034	1	3	Incongruent	pII	HAPPY	FEAR	HAPPY	1.088	1	F6HA_3882	NIMH-ChEFS
227.105	1	4	Congruent	n/a	FEAR	FEAR	HAPPY	0.634	0	F19FS_6344	NIMH-ChEFS
232.153	1	2	Congruent	n/a	FEAR	FEAR	FEAR	0.69	1	M8FA_5885	NIMH-ChEFS
235.198	1	2.5	Incongruent	pCI	HAPPY	FEAR	HAPPY	0.959	1	F32HS_7996	NIMH-ChEFS
238.74	1	3.5	Incongruent	pII	HAPPY	FEAR	HAPPY	0.647	1	M19HA_9066	NIMH-ChEFS
243.283	1	2.5	Congruent	n/a	FEAR	FEAR	FEAR	0.805	1	M3FS_4775	NIMH-ChEFS
246.849	1	3.5	Congruent	n/a	HAPPY	HAPPY	HAPPY	1.227	1	F3HA_3545	NIMH-ChEFS
251.394	1	2	Incongruent	pCI	FEAR	HAPPY	FEAR	0.663	1	M9FA_6121	NIMH-ChEFS
254.439	1	4	Incongruent	pII	FEAR	HAPPY	FEAR	0.679	1	F14FA_5638	NIMH-ChEFS
259.507	1	3	Congruent	n/a	HAPPY	HAPPY	HAPPY	0.691	1	M6HS_5354	NIMH-ChEFS
263.554	1	2	Congruent	n/a	HAPPY	HAPPY	HAPPY	0.791	1	F21HS_6544	NIMH-ChEFS
266.601	1	3	Incongruent	pCI	FEAR	HAPPY	FEAR	0.866	1	M17FS_8783	NIMH-ChEFS
270.667	1	2.5	Incongruent	pII	HAPPY	FEAR	HAPPY	0.831	1	F37HA_8965	NIMH-ChEFS
274.212	1	4	Congruent	n/a	HAPPY	HAPPY	HAPPY	0.866	1	M12HA_7030	NIMH-ChEFS
279.279	1	3.5	Congruent	n/a	FEAR	FEAR	FEAR	1.022	1	F31FS_7861	NIMH-ChEFS
283.82	1	3.5	Incongruent	pCI	FEAR	HAPPY	FEAR	1.063	1	F3FA_3605	NIMH-ChEFS
288.364	1	3	Incongruent	pII	HAPPY	FEAR	FEAR	0.58	0	M3HS_4695	NIMH-ChEFS
292.408	1	2.5	Congruent	n/a	FEAR	FEAR	FEAR	0.746	1	M11FA_6969	NIMH-ChEFS
295.979	1	4	Congruent	n/a	HAPPY	HAPPY	FEAR	0.909	0	F14HS_5590	NIMH-ChEFS
301.025	1	2	Incongruent	pCI	FEAR	HAPPY	FEAR	0.995	1	M12FS_7070	NIMH-ChEFS
304.074	1	3.5	Incongruent	pII	FEAR	HAPPY	HAPPY	0.542	0	F6FS_3906	NIMH-ChEFS
308.619	1	2.5	Congruent	n/a	HAPPY	HAPPY	HAPPY	0.947	1	M7HA_5500	NIMH-ChEFS
312.161	1	2	Congruent	n/a	FEAR	FEAR	FEAR	0.814	1	F23FA_7228	NIMH-ChEFS
