onset	duration	trial_type	trial_type_2	response_time	identifier	database
0.06	3.5	Congruent	-	1.194	M9FS_6104	DEFSS
4.653	2	Congruent	-	1.596	F13HA_5265	DEFSS
7.74	2.5	Incongruent	pCI	1.284	M4HA_4877	DEFSS
11.334	3	Incongruent	pII	1	F7FS_4016	DEFSS
15.415	4	Congruent	-	0.874	F30HS_8495	DEFSS
20.492	3	Congruent	-	1.202	M4FA_4941	DEFSS
24.57	4	Incongruent	pCI	1.204	F32FA_8053	DEFSS
29.647	3.5	Incongruent	pII	1.152	M10HS_6767	DEFSS
34.227	2.5	Congruent	-	1.232	F23HA_7156	DEFSS
37.803	2	Congruent	-	0.876	F13FS_5292	DEFSS
40.878	2	Incongruent	pCI	1.211	F4HS_3664	DEFSS
43.955	3	Incongruent	pII	1.169	M20HA_9192	DEFSS
48.032	4	Congruent	-	0.762	F18FA_6243	DEFSS
53.112	2.5	Congruent	-	0.932	M18HS_8848	DEFSS
56.687	3.5	Incongruent	pCI	1.042	M14FS_7958	DEFSS
61.264	3	Incongruent	pII	0.83	F39HA_9433	DEFSS
65.308	4	Congruent	-	1.026	M10_FA_6823	DEFSS
70.379	2	Congruent	-	0.815	F12HS_5000	DEFSS
73.459	2.5	Incongruent	pCI	0.775	M17FA_8799	DEFSS
77.039	3.5	Incongruent	pII	0.765	F2FS_3470	DEFSS
81.622	2	Congruent	-	0.567	M14HA_7913	DEFSS
84.706	3	Congruent	-	0.683	F7HA_3985	DEFSS
88.776	2.5	Incongruent	pCI	0.698	M2FS_4636	DEFSS
92.354	4	Incongruent	pII	0.86	F18HS_6186	DEFSS
97.43	3.5	Congruent	-	0.979	F39FA_9489	DEFSS
102.01	4	Congruent	-	0.539	M2HS_4493	DEFSS
107.089	2	Incongruent	pCI	0.75	F1HA_3424	DEFSS
110.168	2.5	Incongruent	pII	0.831	M6FA__5449	DEFSS
113.75	3.5	Congruent	-	1.229	M19FS_9117	DEFSS
118.332	3	Congruent	-	0.642	F35HS_8418	DEFSS
122.383	3.5	Incongruent	pCI	0.896	F16FS_5978	DEFSS
126.963	4	Incongruent	pII	0.986	M1FA_4336	DEFSS
132.046	2.5	Congruent	-	0.638	M9HA_6057	DEFSS
135.621	2	Congruent	-	0.724	F4FA_3712	DEFSS
138.699	3	Incongruent	pCI	1.266	M15HS_8316	DEFSS
142.777	2.5	Incongruent	pII	0.893	F21FS_6587	DEFSS
146.357	3.5	Congruent	-	1.238	F19HA_6311	DEFSS
150.932	2	Congruent	-	0.908	M10_4FS_6817	DEFSS
154.009	4	Incongruent	pCI	1.181	F2HS_3448	DEFSS
159.087	3	Incongruent	pII	1.248	F10HA_4379	DEFSS
163.163	2	Congruent	-	1.032	M14FA_7960	DEFSS
166.244	4	Congruent	-	1.186	F30FA_8552	DEFSS
171.328	3.5	Incongruent	pCI	1.107	M8HA_5828	DEFSS
175.907	3	Incongruent	pII	0.903	F35FS_8451	DEFSS
179.989	2.5	Congruent	-	0.826	M1HS_4301	DEFSS
183.565	3	Congruent	-	1.37	F37FA_9020	DEFSS
187.609	2	Incongruent	pCI	1.096	M11FS_6953	DEFSS
190.685	3.5	Incongruent	pII	1.095	F34HA_8219	DEFSS
195.263	4	Congruent	-	0.892	F10FS_4426	DEFSS
200.342	2.5	Congruent	-	0.648	M16HS_8633	DEFSS
203.917	2	Incongruent	pCI	1.333	M5HA_5140	DEFSS
206.996	4	Incongruent	pII	0.919	F12FA_5062	DEFSS
