onset	duration	trial_type	trial_type_2	response_time	identifier	database
0.058	3.5	Congruent	-	1.596	M9FS_6104	DEFSS
4.641	2	Congruent	-	1.528	F13HA_5265	DEFSS
7.716	2.5	Incongruent	pCI	1.538	M4HA_4877	DEFSS
11.306	3	Incongruent	pII	1.613	F7FS_4016	DEFSS
15.385	4	Congruent	-	1.434	F30HS_8495	DEFSS
20.457	3	Congruent	-	1.697	M4FA_4941	DEFSS
24.532	4	Incongruent	pCI	1.607	F32FA_8053	DEFSS
29.603	3.5	Incongruent	pII	1.751	M10HS_6767	DEFSS
34.177	2.5	Congruent	-	2.007	F23HA_7156	DEFSS
37.747	2	Congruent	-	1.707	F13FS_5292	DEFSS
40.822	2	Incongruent	pCI	1.642	F4HS_3664	DEFSS
43.904	3	Incongruent	pII	1.425	M20HA_9192	DEFSS
47.975	4	Congruent	-	1.669	F18FA_6243	DEFSS
53.047	2.5	Congruent	-	1.732	M18HS_8848	DEFSS
56.62	3.5	Incongruent	pCI	1.879	M14FS_7958	DEFSS
61.166	3	Incongruent	pII	1.533	F39HA_9433	DEFSS
65.242	4	Congruent	-	1.412	M10_FA_6823	DEFSS
70.316	2	Congruent	-	1.458	F12HS_5000	DEFSS
73.39	2.5	Incongruent	pCI	1.539	M17FA_8799	DEFSS
76.964	3.5	Incongruent	pII	1.35	F2FS_3470	DEFSS
81.54	2	Congruent	-	1.269	M14HA_7913	DEFSS
84.598	3	Congruent	-	1.432	F7HA_3985	DEFSS
88.675	2.5	Incongruent	pCI	1.54	M2FS_4636	DEFSS
92.247	4	Incongruent	pII	1.373	F18HS_6186	DEFSS
97.317	3.5	Congruent	-	0.973	F39FA_9489	DEFSS
101.891	4	Congruent	-	2.069	M2HS_4493	DEFSS
106.961	2	Incongruent	pCI	1.959	F1HA_3424	DEFSS
110.034	2.5	Incongruent	pII	1.616	M6FA__5449	DEFSS
113.59	3.5	Congruent	-	1.73	M19FS_9117	DEFSS
118.166	3	Congruent	-	0.924	F35HS_8418	DEFSS
122.242	3.5	Incongruent	pCI	1.633	F16FS_5978	DEFSS
126.813	4	Incongruent	pII	1.572	M1FA_4336	DEFSS
131.889	2.5	Congruent	-	1.426	M9HA_6057	DEFSS
135.46	2	Congruent	-	1.625	F4FA_3712	DEFSS
138.534	3	Incongruent	pCI	1.461	M15HS_8316	DEFSS
142.612	2.5	Incongruent	pII	1.703	F21FS_6587	DEFSS
146.182	3.5	Congruent	-	1.558	F19HA_6311	DEFSS
150.752	2	Congruent	-	1.538	M10_4FS_6817	DEFSS
153.818	4	Incongruent	pCI	1.702	F2HS_3448	DEFSS
158.888	3	Incongruent	pII	1.667	F10HA_4379	DEFSS
162.959	2	Congruent	-	1.991	M14FA_7960	DEFSS
166.03	4	Congruent	-	1.92	F30FA_8552	DEFSS
171.101	3.5	Incongruent	pCI	1.589	M8HA_5828	DEFSS
175.675	3	Incongruent	pII	2.08	F35FS_8451	DEFSS
179.718	2.5	Congruent	-	1.612	M1HS_4301	DEFSS
183.292	3	Congruent	-	1.588	F37FA_9020	DEFSS
187.366	2	Incongruent	pCI	1.424	M11FS_6953	DEFSS
190.44	3.5	Incongruent	pII	1.805	F34HA_8219	DEFSS
195.013	4	Congruent	-	1.677	F10FS_4426	DEFSS
200.088	2.5	Congruent	-	1.507	M16HS_8633	DEFSS
203.666	2	Incongruent	pCI	1.514	M5HA_5140	DEFSS
206.74	4	Incongruent	pII	1.585	F12FA_5062	DEFSS
211.815	3.5	Congruent	-	1.615	F16HS_5924	DEFSS
216.39	3	Congruent	-	1.785	M2FA_4644	DEFSS
220.472	2.5	Incongruent	pCI	1.288	M16FS_8676	DEFSS
224.044	3.5	Incongruent	pII	1.046	F6HA_3882	DEFSS
228.616	2	Congruent	-	1.409	F19FS_6344	DEFSS
231.691	2.5	Congruent	-	1.329	M8FA_5885	DEFSS
235.264	4	Incongruent	pCI	1.101	F32HS_7996	DEFSS
240.335	3	Incongruent	pII	1.41	M19HA_9066	DEFSS
