onset	duration	interstimulus_interval	trial_type	trial_type_2	target_condition	distractor	response	response_time	correct	identifier	database
0.063	1	3.5	Congruent	n/a	FEAR	FEAR	FEAR	1.15	1	M9FS_6104	NIMH-ChEFS
4.656	1	4	Congruent	n/a	HAPPY	HAPPY	HAPPY	0.982	1	F13HA_5265	NIMH-ChEFS
9.743	1	2	Incongruent	pCI	HAPPY	FEAR	HAPPY	0.96	1	M4HA_4877	NIMH-ChEFS
12.846	1	2.5	Incongruent	pII	FEAR	HAPPY	FEAR	0.942	1	F7FS_4016	NIMH-ChEFS
16.43	1	3	Congruent	n/a	HAPPY	HAPPY	HAPPY	0.738	1	F30HS_8495	NIMH-ChEFS
20.477	1	4	Congruent	n/a	FEAR	FEAR	FEAR	0.936	1	M4FA_4941	NIMH-ChEFS
25.555	1	2	Incongruent	pCI	FEAR	HAPPY	FEAR	0.778	1	F32FA_8053	NIMH-ChEFS
28.643	1	3.5	Incongruent	pII	HAPPY	FEAR	HAPPY	0.99	1	M10HS_6767	NIMH-ChEFS
33.241	1	2.5	Congruent	n/a	HAPPY	HAPPY	HAPPY	0.912	1	F23HA_7156	NIMH-ChEFS
36.822	1	3	Congruent	n/a	FEAR	FEAR	FEAR	1.296	1	F13FS_5292	NIMH-ChEFS
40.908	1	4	Incongruent	pCI	HAPPY	FEAR	HAPPY	1.14	1	F4HS_3664	NIMH-ChEFS
45.986	1	3	Incongruent	pII	HAPPY	FEAR	HAPPY	0.962	1	M20HA_9192	NIMH-ChEFS
50.065	1	2.5	Congruent	n/a	FEAR	FEAR	FEAR	1.158	1	F18FA_6243	NIMH-ChEFS
53.649	1	3.5	Congruent	n/a	HAPPY	HAPPY	HAPPY	0.744	1	M18HS_8848	NIMH-ChEFS
58.23	1	2	Incongruent	pCI	FEAR	HAPPY	FEAR	0.908	1	M14FS_7958	NIMH-ChEFS
61.308	1	4	Incongruent	pII	HAPPY	FEAR	FEAR	1.215	0	F39HA_9433	NIMH-ChEFS
66.385	1	2.5	Congruent	n/a	FEAR	FEAR	FEAR	0.863	1	M10_FA_6823	NIMH-ChEFS
69.966	1	3.5	Congruent	n/a	HAPPY	HAPPY	HAPPY	0.737	1	F12HS_5000	NIMH-ChEFS
74.542	1	2	Incongruent	pCI	FEAR	HAPPY	FEAR	1.301	1	M17FA_8799	NIMH-ChEFS
77.62	1	3	Incongruent	pII	FEAR	HAPPY	FEAR	1.648	1	F2FS_3470	NIMH-ChEFS
81.708	1	2.5	Congruent	n/a	HAPPY	HAPPY	HAPPY	0.675	1	M14HA_7913	NIMH-ChEFS
85.286	1	2	Congruent	n/a	HAPPY	HAPPY	HAPPY	1.372	1	F7HA_3985	NIMH-ChEFS
88.365	1	4	Incongruent	pCI	FEAR	HAPPY	FEAR	1.448	1	M2FS_4636	NIMH-ChEFS
93.441	1	3	Incongruent	pII	HAPPY	FEAR	HAPPY	1.262	1	F18HS_6186	NIMH-ChEFS
97.52	1	3.5	Congruent	n/a	FEAR	FEAR	FEAR	0.993	1	F39FA_9489	NIMH-ChEFS
102.092	1	2	Congruent	n/a	HAPPY	HAPPY	HAPPY	1.701	1	M2HS_4493	NIMH-ChEFS
105.169	1	3	Incongruent	pCI	HAPPY	FEAR	HAPPY	0.999	1	F1HA_3424	NIMH-ChEFS
109.249	1	3.5	Incongruent	pII	FEAR	HAPPY	FEAR	1.064	1	M6FA__5449	NIMH-ChEFS
113.826	1	2.5	Congruent	n/a	FEAR	FEAR	FEAR	0.962	1	M19FS_9117	NIMH-ChEFS
117.373	1	4	Congruent	n/a	HAPPY	HAPPY	HAPPY	0.975	1	F35HS_8418	NIMH-ChEFS
122.452	1	3	Incongruent	pCI	FEAR	HAPPY	FEAR	1.521	1	F16FS_5978	NIMH-ChEFS
126.529	1	4	Incongruent	pII	FEAR	HAPPY	FEAR	0.809	1	M1FA_4336	NIMH-ChEFS
131.619	1	3.5	Congruent	n/a	HAPPY	HAPPY	HAPPY	1.409	1	M9HA_6057	NIMH-ChEFS
136.2	1	2.5	Congruent	n/a	FEAR	FEAR	FEAR	0.948	1	F4FA_3712	NIMH-ChEFS
139.777	1	2	Incongruent	pCI	HAPPY	FEAR	HAPPY	1.251	1	M15HS_8316	NIMH-ChEFS
142.854	1	2	Incongruent	pII	FEAR	HAPPY	FEAR	0.929	1	F21FS_6587	NIMH-ChEFS
145.903	1	4	Congruent	n/a	HAPPY	HAPPY	HAPPY	0.775	1	F19HA_6311	NIMH-ChEFS
150.982	1	3.5	Congruent	n/a	FEAR	FEAR	FEAR	1.041	1	M10_4FS_6817	NIMH-ChEFS
155.559	1	3	Incongruent	pCI	HAPPY	FEAR	HAPPY	1.399	1	F2HS_3448	NIMH-ChEFS
159.637	1	2.5	Incongruent	pII	HAPPY	FEAR	HAPPY	1.021	1	F10HA_4379	NIMH-ChEFS
163.217	1	4	Congruent	n/a	FEAR	FEAR	FEAR	1.426	1	M14FA_7960	NIMH-ChEFS
168.294	1	3	Congruent	n/a	FEAR	FEAR	FEAR	1.164	1	F30FA_8552	NIMH-ChEFS
172.37	1	3.5	Incongruent	pCI	HAPPY	FEAR	HAPPY	1.263	1	M8HA_5828	NIMH-ChEFS
176.948	1	2	Incongruent	pII	FEAR	HAPPY	FEAR	1.03	1	F35FS_8451	NIMH-ChEFS
180.019	1	2.5	Congruent	n/a	HAPPY	HAPPY	HAPPY	1.059	1	M1HS_4301	NIMH-ChEFS
183.597	1	2.5	Congruent	n/a	FEAR	FEAR	FEAR	1.071	1	F37FA_9020	NIMH-ChEFS
187.177	1	3.5	Incongruent	pCI	FEAR	HAPPY	FEAR	0.946	1	M11FS_6953	NIMH-ChEFS
191.754	1	3	Incongruent	pII	HAPPY	FEAR	HAPPY	1.099	1	F34HA_8219	NIMH-ChEFS
195.831	1	4	Congruent	n/a	FEAR	FEAR	FEAR	1.637	1	F10FS_4426	NIMH-ChEFS
200.914	1	2	Congruent	n/a	HAPPY	HAPPY	HAPPY	1.004	1	M16HS_8633	NIMH-ChEFS
203.991	1	3	Incongruent	pCI	HAPPY	FEAR	HAPPY	1.027	1	M5HA_5140	NIMH-ChEFS
208.07	1	2	Incongruent	pII	FEAR	HAPPY	FEAR	1.808	1	F12FA_5062	NIMH-ChEFS
211.144	1	3.5	Congruent	n/a	HAPPY	HAPPY	HAPPY	0.964	1	F16HS_5924	NIMH-ChEFS
215.72	1	4	Congruent	n/a	FEAR	FEAR	FEAR	1.578	1	M2FA_4644	NIMH-ChEFS
220.804	1	2.5	Incongruent	pCI	FEAR	HAPPY	HAPPY	0.834	0	M16FS_8676	NIMH-ChEFS
224.381	1	3.5	Incongruent	pII	HAPPY	FEAR	HAPPY	1.152	1	F6HA_3882	NIMH-ChEFS
228.962	1	4	Congruent	n/a	FEAR	FEAR	FEAR	1.481	1	F19FS_6344	NIMH-ChEFS
234.039	1	2.5	Congruent	n/a	FEAR	FEAR	FEAR	1.513	1	M8FA_5885	NIMH-ChEFS
237.619	1	2	Incongruent	pCI	HAPPY	FEAR	HAPPY	0.998	1	F32HS_7996	NIMH-ChEFS
240.695	1	3	Incongruent	pII	HAPPY	FEAR	HAPPY	2.418	1	M19HA_9066	NIMH-ChEFS
244.774	1	2.5	Congruent	n/a	FEAR	FEAR	FEAR	1.539	1	M3FS_4775	NIMH-ChEFS
248.346	1	4	Congruent	n/a	HAPPY	HAPPY	HAPPY	1.122	1	F3HA_3545	NIMH-ChEFS
253.423	1	3	Incongruent	pCI	FEAR	HAPPY	FEAR	1.17	1	M9FA_6121	NIMH-ChEFS
257.502	1	2	Incongruent	pII	FEAR	HAPPY	FEAR	1.316	1	F14FA_5638	NIMH-ChEFS
260.584	1	3.5	Congruent	n/a	HAPPY	HAPPY	HAPPY	1.924	1	M6HS_5354	NIMH-ChEFS
265.162	1	2.5	Congruent	n/a	HAPPY	HAPPY	HAPPY	1.261	1	F21HS_6544	NIMH-ChEFS
268.742	1	2	Incongruent	pCI	FEAR	HAPPY	FEAR	0.816	1	M17FS_8783	NIMH-ChEFS
271.82	1	3	Incongruent	pII	HAPPY	FEAR	HAPPY	1.288	1	F37HA_8965	NIMH-ChEFS
275.9	1	3.5	Congruent	n/a	HAPPY	HAPPY	HAPPY	0.968	1	M12HA_7030	NIMH-ChEFS
280.477	1	4	Congruent	n/a	FEAR	FEAR	FEAR	1.306	1	F31FS_7861	NIMH-ChEFS
285.556	1	2	Incongruent	pCI	FEAR	HAPPY	FEAR	2.447	1	F3FA_3605	NIMH-ChEFS
288.628	1	4	Incongruent	pII	HAPPY	FEAR	HAPPY	1.2	1	M3HS_4695	NIMH-ChEFS
293.706	1	3	Congruent	n/a	FEAR	FEAR	FEAR	1.957	1	M11FA_6969	NIMH-ChEFS
297.786	1	3.5	Congruent	n/a	HAPPY	HAPPY	HAPPY	1.172	1	F14HS_5590	NIMH-ChEFS
302.364	1	2.5	Incongruent	pCI	FEAR	HAPPY	FEAR	1.354	1	M12FS_7070	NIMH-ChEFS
305.946	1	3.5	Incongruent	pII	FEAR	HAPPY	FEAR	2.317	1	F6FS_3906	NIMH-ChEFS
310.524	1	2	Congruent	n/a	HAPPY	HAPPY	HAPPY	0.944	1	M7HA_5500	NIMH-ChEFS
313.603	1	4	Congruent	n/a	FEAR	FEAR	FEAR	1.561	1	F23FA_7228	NIMH-ChEFS
318.68	1	3	Incongruent	pCI	HAPPY	FEAR	HAPPY	2.099	1	F31HA_8583	NIMH-ChEFS
322.757	1	2.5	Incongruent	pII	HAPPY	FEAR	HAPPY	1.202	1	M11HS_6885	NIMH-ChEFS
326.328	1	2.5	Congruent	n/a	FEAR	FEAR	FEAR	1.221	1	M3FA_4789	NIMH-ChEFS
329.902	1	2	Congruent	n/a	FEAR	FEAR	FEAR	1.832	1	F34FS_8257	NIMH-ChEFS
332.981	1	3	Incongruent	pCI	HAPPY	FEAR	HAPPY	1.028	1	M17HS_8732	NIMH-ChEFS
337.059	1	3.5	Incongruent	pII	FEAR	HAPPY	FEAR	2.48	1	F7FA_4040	NIMH-ChEFS
