onset	duration	interstimulus_interval	trial_type	trial_type_2	target_condition	distractor	response	response_time	correct	identifier	database
-0.318	1	3	Congruent	n/a	FEAR	FEAR	FEAR	1.229	1	M9FS_6104	NIMH-ChEFS
3.76	1	4	Congruent	n/a	HAPPY	HAPPY	HAPPY	0.787	1	F13HA_5265	NIMH-ChEFS
8.835	1	2.5	Incongruent	pCI	HAPPY	FEAR	HAPPY	0.792	1	M4HA_4877	NIMH-ChEFS
12.399	1	2	Incongruent	pII	FEAR	HAPPY	FEAR	0.578	1	F7FS_4016	NIMH-ChEFS
15.447	1	3.5	Congruent	n/a	HAPPY	HAPPY	HAPPY	0.528	1	F30HS_8495	NIMH-ChEFS
20.014	1	2	Congruent	n/a	FEAR	FEAR	FEAR	0.582	1	M4FA_4941	NIMH-ChEFS
23.082	1	3.5	Incongruent	pCI	FEAR	HAPPY	FEAR	0.879	1	F32FA_8053	NIMH-ChEFS
27.651	1	3	Incongruent	pII	HAPPY	FEAR	HAPPY	0.712	1	M10HS_6767	NIMH-ChEFS
31.721	1	4	Congruent	n/a	HAPPY	HAPPY	HAPPY	0.639	1	F23HA_7156	NIMH-ChEFS
36.789	1	2.5	Congruent	n/a	FEAR	FEAR	FEAR	0.642	1	F13FS_5292	NIMH-ChEFS
40.359	1	3.5	Incongruent	pCI	HAPPY	FEAR	HAPPY	0.78	1	F4HS_3664	NIMH-ChEFS
44.926	1	2	Incongruent	pII	HAPPY	FEAR	HAPPY	0.704	1	M20HA_9192	NIMH-ChEFS
47.996	1	2.5	Congruent	n/a	FEAR	FEAR	FEAR	0.882	1	F18FA_6243	NIMH-ChEFS
51.542	1	3	Congruent	n/a	HAPPY	HAPPY	HAPPY	0.474	1	M18HS_8848	NIMH-ChEFS
55.613	1	4	Incongruent	pCI	FEAR	HAPPY	HAPPY	0.782	0	M14FS_7958	NIMH-ChEFS
60.682	1	3	Incongruent	pII	HAPPY	FEAR	HAPPY	0.968	1	F39HA_9433	NIMH-ChEFS
64.752	1	4	Congruent	n/a	FEAR	FEAR	FEAR	0.77	1	M10_FA_6823	NIMH-ChEFS
69.822	1	3.5	Congruent	n/a	HAPPY	HAPPY	HAPPY	0.889	1	F12HS_5000	NIMH-ChEFS
74.394	1	2.5	Incongruent	pCI	FEAR	HAPPY	FEAR	0.843	1	M17FA_8799	NIMH-ChEFS
77.964	1	2	Incongruent	pII	FEAR	HAPPY	FEAR	0.869	1	F2FS_3470	NIMH-ChEFS
81.033	1	2	Congruent	n/a	HAPPY	HAPPY	HAPPY	0.812	1	M14HA_7913	NIMH-ChEFS
84.103	1	3	Congruent	n/a	HAPPY	HAPPY	HAPPY	0.593	1	F7HA_3985	NIMH-ChEFS
88.174	1	4	Incongruent	pCI	FEAR	HAPPY	FEAR	0.452	1	M2FS_4636	NIMH-ChEFS
93.241	1	2.5	Incongruent	pII	HAPPY	FEAR	HAPPY	0.521	1	F18HS_6186	NIMH-ChEFS
96.808	1	3.5	Congruent	n/a	FEAR	FEAR	FEAR	0.762	1	F39FA_9489	NIMH-ChEFS
101.38	1	3	Congruent	n/a	HAPPY	HAPPY	HAPPY	0.557	1	M2HS_4493	NIMH-ChEFS
105.436	1	4	Incongruent	pCI	HAPPY	FEAR	HAPPY	0.703	1	F1HA_3424	NIMH-ChEFS
110.497	1	2	Incongruent	pII	FEAR	HAPPY	FEAR	0.524	1	M6FA__5449	NIMH-ChEFS
113.56	1	2.5	Congruent	n/a	FEAR	FEAR	FEAR	0.753	1	M19FS_9117	NIMH-ChEFS
117.103	1	3.5	Congruent	n/a	HAPPY	HAPPY	HAPPY	0.681	1	F35HS_8418	NIMH-ChEFS
121.645	1	2	Incongruent	pCI	FEAR	HAPPY	FEAR	1.181	1	F16FS_5978	NIMH-ChEFS
124.708	1	3	Incongruent	pII	FEAR	HAPPY	HAPPY	0.695	0	M1FA_4336	NIMH-ChEFS
128.756	1	2.5	Congruent	n/a	HAPPY	HAPPY	HAPPY	0.664	1	M9HA_6057	NIMH-ChEFS
132.298	1	4	Congruent	n/a	FEAR	FEAR	FEAR	0.639	1	F4FA_3712	NIMH-ChEFS
137.35	1	3.5	Incongruent	pCI	HAPPY	FEAR	HAPPY	0.797	1	M15HS_8316	NIMH-ChEFS
141.893	1	4	Incongruent	pII	FEAR	HAPPY	FEAR	0.638	1	F21FS_6587	NIMH-ChEFS
146.939	1	2	Congruent	n/a	HAPPY	HAPPY	HAPPY	0.641	1	F19HA_6311	NIMH-ChEFS
149.979	1	2.5	Congruent	n/a	FEAR	FEAR	FEAR	1.079	1	M10_4FS_6817	NIMH-ChEFS
153.525	1	3.5	Incongruent	pCI	HAPPY	FEAR	HAPPY	0.576	1	F2HS_3448	NIMH-ChEFS
158.081	1	3	Incongruent	pII	HAPPY	FEAR	HAPPY	0.809	1	F10HA_4379	NIMH-ChEFS
162.126	1	3.5	Congruent	n/a	FEAR	FEAR	FEAR	0.58	1	M14FA_7960	NIMH-ChEFS
166.679	1	4	Congruent	n/a	FEAR	FEAR	FEAR	0.96	1	F30FA_8552	NIMH-ChEFS
171.722	1	2.5	Incongruent	pCI	HAPPY	FEAR	HAPPY	0.797	1	M8HA_5828	NIMH-ChEFS
175.265	1	2	Incongruent	pII	FEAR	HAPPY	FEAR	1.086	1	F35FS_8451	NIMH-ChEFS
178.32	1	3	Congruent	n/a	HAPPY	HAPPY	HAPPY	0.882	1	M1HS_4301	NIMH-ChEFS
182.373	1	2.5	Congruent	n/a	FEAR	FEAR	FEAR	1.165	1	F37FA_9020	NIMH-ChEFS
185.94	1	3.5	Incongruent	pCI	FEAR	HAPPY	HAPPY	0.718	0	M11FS_6953	NIMH-ChEFS
190.505	1	2	Incongruent	pII	HAPPY	FEAR	HAPPY	0.975	1	F34HA_8219	NIMH-ChEFS
193.546	1	4	Congruent	n/a	FEAR	FEAR	FEAR	0.629	1	F10FS_4426	NIMH-ChEFS
198.599	1	3	Congruent	n/a	HAPPY	HAPPY	HAPPY	0.708	1	M16HS_8633	NIMH-ChEFS
202.639	1	2	Incongruent	pCI	HAPPY	FEAR	FEAR	0.996	0	M5HA_5140	NIMH-ChEFS
205.7	1	4	Incongruent	pII	FEAR	HAPPY	FEAR	0.854	1	F12FA_5062	NIMH-ChEFS
210.757	1	3.5	Congruent	n/a	HAPPY	HAPPY	HAPPY	0.6	1	F16HS_5924	NIMH-ChEFS
215.315	1	3	Congruent	n/a	FEAR	FEAR	FEAR	1.028	1	M2FA_4644	NIMH-ChEFS
219.371	1	2.5	Incongruent	pCI	FEAR	HAPPY	FEAR	0.604	1	M16FS_8676	NIMH-ChEFS
222.926	1	3	Incongruent	pII	HAPPY	FEAR	HAPPY	0.573	1	F6HA_3882	NIMH-ChEFS
226.983	1	2	Congruent	n/a	FEAR	FEAR	FEAR	0.684	1	F19FS_6344	NIMH-ChEFS
230.032	1	3.5	Congruent	n/a	FEAR	FEAR	FEAR	0.739	1	M8FA_5885	NIMH-ChEFS
234.572	1	4	Incongruent	pCI	HAPPY	FEAR	HAPPY	0.677	1	F32HS_7996	NIMH-ChEFS
239.615	1	2.5	Incongruent	pII	HAPPY	FEAR	HAPPY	0.663	1	M19HA_9066	NIMH-ChEFS
243.182	1	2	Congruent	n/a	FEAR	FEAR	FEAR	0.791	1	M3FS_4775	NIMH-ChEFS
246.25	1	4	Congruent	n/a	HAPPY	HAPPY	HAPPY	0.787	1	F3HA_3545	NIMH-ChEFS
251.319	1	3.5	Incongruent	pCI	FEAR	HAPPY	FEAR	0.722	1	M9FA_6121	NIMH-ChEFS
255.889	1	3	Incongruent	pII	FEAR	HAPPY	FEAR	1.058	1	F14FA_5638	NIMH-ChEFS
259.955	1	2.5	Congruent	n/a	HAPPY	HAPPY	HAPPY	0.623	1	M6HS_5354	NIMH-ChEFS
263.524	1	3.5	Congruent	n/a	HAPPY	HAPPY	HAPPY	0.612	1	F21HS_6544	NIMH-ChEFS
268.069	1	2	Incongruent	pCI	FEAR	HAPPY	FEAR	0.525	1	M17FS_8783	NIMH-ChEFS
271.114	1	2.5	Incongruent	pII	HAPPY	FEAR	HAPPY	1.014	1	F37HA_8965	NIMH-ChEFS
274.674	1	4	Congruent	n/a	HAPPY	HAPPY	HAPPY	0.893	1	M12HA_7030	NIMH-ChEFS
279.715	1	3	Congruent	n/a	FEAR	FEAR	FEAR	0.639	1	F31FS_7861	NIMH-ChEFS
283.759	1	4	Incongruent	pCI	FEAR	HAPPY	FEAR	0.898	1	F3FA_3605	NIMH-ChEFS
288.803	1	2	Incongruent	pII	HAPPY	FEAR	HAPPY	0.837	1	M3HS_4695	NIMH-ChEFS
291.868	1	2.5	Congruent	n/a	FEAR	FEAR	FEAR	0.812	1	M11FA_6969	NIMH-ChEFS
295.435	1	3.5	Congruent	n/a	HAPPY	HAPPY	HAPPY	0.712	1	F14HS_5590	NIMH-ChEFS
299.981	1	3	Incongruent	pCI	FEAR	HAPPY	FEAR	0.7	1	M12FS_7070	NIMH-ChEFS
304.053	1	2	Incongruent	pII	FEAR	HAPPY	HAPPY	1.004	0	F6FS_3906	NIMH-ChEFS
307.093	1	3.5	Congruent	n/a	HAPPY	HAPPY	HAPPY	0.914	1	M7HA_5500	NIMH-ChEFS
311.656	1	3	Congruent	n/a	FEAR	FEAR	FEAR	0.772	1	F23FA_7228	NIMH-ChEFS
315.703	1	2.5	Incongruent	pCI	HAPPY	FEAR	HAPPY	0.641	1	F31HA_8583	NIMH-ChEFS
319.247	1	4	Incongruent	pII	HAPPY	FEAR	FEAR	1.204	0	M11HS_6885	NIMH-ChEFS
324.292	1	4	Congruent	n/a	FEAR	FEAR	FEAR	0.785	1	M3FA_4789	NIMH-ChEFS
329.335	1	3	Congruent	n/a	FEAR	FEAR	FEAR	0.755	1	F34FS_8257	NIMH-ChEFS
333.381	1	3.5	Incongruent	pCI	HAPPY	FEAR	HAPPY	0.562	1	M17HS_8732	NIMH-ChEFS
337.95	1	2.5	Incongruent	pII	FEAR	HAPPY	HAPPY	0.627	0	F7FA_4040	NIMH-ChEFS
341.517	1	2	Congruent	n/a	HAPPY	HAPPY	HAPPY	0.878	1	F10HS_4372	NIMH-ChEFS
344.562	1	2	Congruent	n/a	FEAR	FEAR	FEAR	0.593	1	M1FS_4325	NIMH-ChEFS
347.63	1	3	Incongruent	pCI	FEAR	HAPPY	FEAR	0.6	1	M6_1FA_5445	NIMH-ChEFS
351.672	1	2.5	Incongruent	pII	HAPPY	FEAR	HAPPY	0.773	1	F35HA_8422	NIMH-ChEFS
355.215	1	4	Congruent	n/a	HAPPY	HAPPY	HAPPY	0.691	1	M16HA_8638	NIMH-ChEFS
360.258	1	3.5	Congruent	n/a	FEAR	FEAR	FEAR	0.896	1	F12FS_5036	NIMH-ChEFS
364.822	1	3.5	Incongruent	pCI	HAPPY	FEAR	HAPPY	0.657	1	F1HS_3423	NIMH-ChEFS
369.389	1	2	Incongruent	pII	FEAR	HAPPY	FEAR	0.535	1	M7FA_5539	NIMH-ChEFS
372.459	1	2.5	Congruent	n/a	FEAR	FEAR	FEAR	0.911	1	F34FA_8267	NIMH-ChEFS
376.029	1	3	Congruent	n/a	HAPPY	HAPPY	HAPPY	0.742	1	M8HS_5817	NIMH-ChEFS
380.077	1	4	Incongruent	pCI	FEAR	HAPPY	FEAR	0.563	1	F23FS_7205	NIMH-ChEFS
385.122	1	2	Incongruent	pII	HAPPY	FEAR	HAPPY	0.406	1	M1HA_4302	NIMH-ChEFS
388.187	1	4	Congruent	n/a	FEAR	FEAR	FEAR	0.836	1	M5FS_5188	NIMH-ChEFS
393.256	1	3.5	Congruent	n/a	HAPPY	HAPPY	HAPPY	0.64	1	F18HA_6193	NIMH-ChEFS
397.822	1	2.5	Incongruent	pCI	FEAR	HAPPY	FEAR	0.811	1	M20FA_9277	NIMH-ChEFS
401.389	1	3	Incongruent	pII	FEAR	HAPPY	HAPPY	0.725	0	F10FA_4434	NIMH-ChEFS
405.436	1	3.5	Congruent	n/a	HAPPY	HAPPY	HAPPY	0.805	1	F7HS_3986	NIMH-ChEFS
410.006	1	3	Congruent	n/a	HAPPY	HAPPY	HAPPY	0.667	1	M12HS_7022	NIMH-ChEFS
414.056	1	2	Incongruent	pCI	FEAR	HAPPY	FEAR	0.792	1	M7FS_5530	NIMH-ChEFS
417.121	1	2.5	Incongruent	pII	HAPPY	FEAR	HAPPY	0.85	1	F21HA_6550	NIMH-ChEFS
420.662	1	4	Congruent	n/a	HAPPY	HAPPY	HAPPY	0.615	1	M17HA_8742	NIMH-ChEFS
425.728	1	3.5	Congruent	n/a	FEAR	FEAR	FEAR	0.485	1	F39FS_9475	NIMH-ChEFS
430.271	1	4	Incongruent	pCI	HAPPY	FEAR	HAPPY	0.799	1	M11HA_6890	NIMH-ChEFS
435.318	1	3	Incongruent	pII	FEAR	HAPPY	FEAR	1.032	1	F19FA_6353	NIMH-ChEFS
439.36	1	2.5	Congruent	n/a	FEAR	FEAR	FEAR	0.733	1	M15FA_8374	NIMH-ChEFS
442.904	1	2	Congruent	n/a	HAPPY	HAPPY	HAPPY	0.476	1	F13HS_5255	NIMH-ChEFS
445.969	1	3.5	Incongruent	pCI	HAPPY	FEAR	HAPPY	1.003	1	M20HS_9191	NIMH-ChEFS
450.515	1	4	Incongruent	pII	FEAR	HAPPY	FEAR	0.944	1	M6FS_5422	NIMH-ChEFS
455.583	1	2.5	Congruent	n/a	HAPPY	HAPPY	HAPPY	1.087	1	F16HA_5934	NIMH-ChEFS
459.15	1	3	Congruent	n/a	FEAR	FEAR	FEAR	0.5	1	M18FA_8913	NIMH-ChEFS
463.215	1	2	Incongruent	pCI	HAPPY	FEAR	HAPPY	0.493	1	F39HS_9426	NIMH-ChEFS
466.283	1	3.5	Incongruent	pII	FEAR	HAPPY	FEAR	1.107	1	F3FS_3596	NIMH-ChEFS
470.846	1	2	Congruent	n/a	FEAR	FEAR	FEAR	0.752	1	M8FS_5869	NIMH-ChEFS
