onset	duration	trial_type	trial_type_2	response_time	identifier	database
0.059	2	Congruent	-	1.668	M9FS_6104	DEFSS
3.128	3	Congruent	-	0.867	F13HA_5265	DEFSS
7.189	4	Incongruent	pCI	0.969	M4HA_4877	DEFSS
12.262	2.5	Incongruent	pII	0.847	F7FS_4016	DEFSS
15.819	3.5	Congruent	-	0.82	F30HS_8495	DEFSS
20.368	3	Congruent	-	0.68	M4FA_4941	DEFSS
24.421	4	Incongruent	pCI	0.927	F32FA_8053	DEFSS
29.495	2	Incongruent	pII	1.066	M10HS_6767	DEFSS
32.548	2.5	Congruent	-	0.889	F23HA_7156	DEFSS
36.097	3.5	Congruent	-	1.01	F13FS_5292	DEFSS
40.652	2	Incongruent	pCI	0.868	F4HS_3664	DEFSS
43.704	3	Incongruent	pII	0.687	M20HA_9192	DEFSS
47.757	2.5	Congruent	-	0.829	F18FA_6243	DEFSS
51.308	4	Congruent	-	0.65	M18HS_8848	DEFSS
56.364	3.5	Incongruent	pCI	1.114	M14FS_7958	DEFSS
60.914	4	Incongruent	pII	0.925	F39HA_9433	DEFSS
65.963	2	Congruent	-	0.769	M10_FA_6823	DEFSS
69.016	2.5	Congruent	-	0.75	F12HS_5000	DEFSS
72.569	3.5	Incongruent	pCI	0.832	M17FA_8799	DEFSS
77.121	3	Incongruent	pII	1.152	F2FS_3470	DEFSS
81.172	3.5	Congruent	-	0.831	M14HA_7913	DEFSS
85.724	4	Congruent	-	1.203	F7HA_3985	DEFSS
90.77	2.5	Incongruent	pCI	0.698	M2FS_4636	DEFSS
94.321	2	Incongruent	pII	0.788	F18HS_6186	DEFSS
97.373	3	Congruent	-	0.806	F39FA_9489	DEFSS
101.419	2.5	Congruent	-	0.658	M2HS_4493	DEFSS
104.965	3.5	Incongruent	pCI	0.936	F1HA_3424	DEFSS
109.522	2	Incongruent	pII	0.65	M6FA__5449	DEFSS
112.571	4	Congruent	-	0.872	M19FS_9117	DEFSS
117.623	3	Congruent	-	0.614	F35HS_8418	DEFSS
121.674	2	Incongruent	pCI	1.724	F16FS_5978	DEFSS
124.727	4	Incongruent	pII	1.024	M1FA_4336	DEFSS
129.778	3.5	Congruent	-	0.688	M9HA_6057	DEFSS
134.352	3	Congruent	-	0.661	F4FA_3712	DEFSS
138.408	2.5	Incongruent	pCI	0.929	M15HS_8316	DEFSS
141.959	3	Incongruent	pII	0.691	F21FS_6587	DEFSS
146.016	2	Congruent	-	0.797	F19HA_6311	DEFSS
149.064	3.5	Congruent	-	0.781	M10_4FS_6817	DEFSS
153.613	4	Incongruent	pCI	0.716	F2HS_3448	DEFSS
158.69	2.5	Incongruent	pII	0.726	F10HA_4379	DEFSS
162.264	2	Congruent	-	0.789	M14FA_7960	DEFSS
165.317	4	Congruent	-	1.237	F30FA_8552	DEFSS
170.391	3.5	Incongruent	pCI	0.773	M8HA_5828	DEFSS
174.943	3	Incongruent	pII	0.878	F35FS_8451	DEFSS
178.995	2.5	Congruent	-	0.617	M1HS_4301	DEFSS
182.544	3.5	Congruent	-	0.773	F37FA_9020	DEFSS
187.101	2	Incongruent	pCI	0.698	M11FS_6953	DEFSS
190.153	2.5	Incongruent	pII	0.809	F34HA_8219	DEFSS
193.708	4	Congruent	-	1.003	F10FS_4426	DEFSS
198.76	3	Congruent	-	0.969	M16HS_8633	DEFSS
202.839	4	Incongruent	pCI	0.988	M5HA_5140	DEFSS
207.893	2	Incongruent	pII	0.836	F12FA_5062	DEFSS
210.971	2.5	Congruent	-	0.912	F16HS_5924	DEFSS
214.518	3.5	Congruent	-	0.757	M2FA_4644	DEFSS
219.072	3	Incongruent	pCI	0.872	M16FS_8676	DEFSS
223.125	2	Incongruent	pII	0.899	F6HA_3882	DEFSS
226.174	3.5	Congruent	-	0.831	F19FS_6344	DEFSS
230.726	3	Congruent	-	0.812	M8FA_5885	DEFSS
234.78	2.5	Incongruent	pCI	0.754	F32HS_7996	DEFSS
238.333	4	Incongruent	pII	0.851	M19HA_9066	DEFSS
243.386	4	Congruent	-	0.98	M3FS_4775	DEFSS
248.438	3	Congruent	-	0.842	F3HA_3545	DEFSS
252.495	3.5	Incongruent	pCI	0.859	M9FA_6121	DEFSS
257.043	2.5	Incongruent	pII	0.961	F14FA_5638	DEFSS
260.596	2	Congruent	-	1.033	M6HS_5354	DEFSS
263.649	2	Congruent	-	0.784	F21HS_6544	DEFSS
266.701	3	Incongruent	pCI	0.892	M17FS_8783	DEFSS
270.752	2.5	Incongruent	pII	0.799	F37HA_8965	DEFSS
274.305	4	Congruent	-	0.822	M12HA_7030	DEFSS
279.355	3.5	Congruent	-	0.768	F31FS_7861	DEFSS
283.932	3.5	Incongruent	pCI	0.911	F3FA_3605	DEFSS
