onset	duration	interstimulus_interval	trial_type	trial_type_2	target_condition	distractor	response	response_time	correct	identifier	database
0.058	1	3.5	Congruent	n/a	FEAR	FEAR	FEAR	1.207	1	M9FS_6104	NIMH-ChEFS
4.616	1	2	Congruent	n/a	HAPPY	HAPPY	HAPPY	0.749	1	F13HA_5265	NIMH-ChEFS
7.69	1	2.5	Incongruent	pCI	HAPPY	FEAR	HAPPY	0.692	1	M4HA_4877	NIMH-ChEFS
11.251	1	3	Incongruent	pII	FEAR	HAPPY	FEAR	0.692	1	F7FS_4016	NIMH-ChEFS
15.301	1	4	Congruent	n/a	HAPPY	HAPPY	HAPPY	0.612	1	F30HS_8495	NIMH-ChEFS
20.374	1	2.5	Congruent	n/a	FEAR	FEAR	FEAR	0.62	1	M4FA_4941	NIMH-ChEFS
23.92	1	2	Incongruent	pCI	FEAR	HAPPY	HAPPY	0.646	0	F32FA_8053	NIMH-ChEFS
26.966	1	4	Incongruent	pII	HAPPY	FEAR	FEAR	1.119	0	M10HS_6767	NIMH-ChEFS
32.012	1	3.5	Congruent	n/a	HAPPY	HAPPY	HAPPY	1.138	1	F23HA_7156	NIMH-ChEFS
36.557	1	3	Congruent	n/a	FEAR	FEAR	HAPPY	0.783	0	F13FS_5292	NIMH-ChEFS
40.627	1	3.5	Incongruent	pCI	HAPPY	FEAR	HAPPY	0.708	1	F4HS_3664	NIMH-ChEFS
45.195	1	4	Incongruent	pII	HAPPY	FEAR	FEAR	0.531	0	M20HA_9192	NIMH-ChEFS
50.264	1	3	Congruent	n/a	FEAR	FEAR	HAPPY	1.021	0	F18FA_6243	NIMH-ChEFS
54.312	1	2.5	Congruent	n/a	HAPPY	HAPPY	HAPPY	0.63	1	M18HS_8848	NIMH-ChEFS
57.86	1	2	Incongruent	pCI	FEAR	HAPPY	FEAR	0.574	1	M14FS_7958	NIMH-ChEFS
60.906	1	2.5	Incongruent	pII	HAPPY	FEAR	HAPPY	0.48	1	F39HA_9433	NIMH-ChEFS
