onset	duration	trial_type	trial_type_2	response_time	identifier	database
0.056	3.5	Congruent	-	1.222	M9FS_6104	DEFSS
4.62	4	Congruent	-	0.682	F13HA_5265	DEFSS
9.683	2	Incongruent	pCI	0.916	M4HA_4877	DEFSS
12.752	2.5	Incongruent	pII	0.756	F7FS_4016	DEFSS
16.307	3	Congruent	-	0.991	F30HS_8495	DEFSS
20.357	4	Congruent	-	0.574	M4FA_4941	DEFSS
25.435	2	Incongruent	pCI	0.922	F32FA_8053	DEFSS
28.482	3.5	Incongruent	pII	0.544	M10HS_6767	DEFSS
33.032	2.5	Congruent	-	0.623	F23HA_7156	DEFSS
36.58	3	Congruent	-	0.586	F13FS_5292	DEFSS
40.628	4	Incongruent	pCI	1.004	F4HS_3664	DEFSS
45.674	3	Incongruent	pII	1.226	M20HA_9192	DEFSS
49.746	2.5	Congruent	-	0.8	F18FA_6243	DEFSS
53.293	3.5	Congruent	-	0.649	M18HS_8848	DEFSS
57.845	2	Incongruent	pCI	0.636	M14FS_7958	DEFSS
60.89	4	Incongruent	pII	0.727	F39HA_9433	DEFSS
65.938	2.5	Congruent	-	0.772	M10_FA_6823	DEFSS
69.488	3.5	Congruent	-	0.555	F12HS_5000	DEFSS
74.035	2	Incongruent	pCI	0.837	M17FA_8799	DEFSS
77.086	3	Incongruent	pII	1.318	F2FS_3470	DEFSS
81.135	2.5	Congruent	-	1.124	M14HA_7913	DEFSS
84.683	2	Congruent	-	0.763	F7HA_3985	DEFSS
87.733	4	Incongruent	pCI	0.835	M2FS_4636	DEFSS
92.783	3	Incongruent	pII	0.79	F18HS_6186	DEFSS
96.831	3.5	Congruent	-	1.204	F39FA_9489	DEFSS
101.383	2	Congruent	-	0.744	M2HS_4493	DEFSS
104.432	3	Incongruent	pCI	0.724	F1HA_3424	DEFSS
108.483	3.5	Incongruent	pII	0.7	M6FA__5449	DEFSS
113.031	2.5	Congruent	-	0.784	M19FS_9117	DEFSS
116.604	4	Congruent	-	0.745	F35HS_8418	DEFSS
121.679	3	Incongruent	pCI	0.814	F16FS_5978	DEFSS
125.729	4	Incongruent	pII	0.653	M1FA_4336	DEFSS
130.781	3.5	Congruent	-	0.417	M9HA_6057	DEFSS
135.328	2.5	Congruent	-	0.783	F4FA_3712	DEFSS
138.877	2	Incongruent	pCI	1.096	M15HS_8316	DEFSS
141.927	2	Incongruent	pII	1.101	F21FS_6587	DEFSS
144.977	4	Congruent	-	0.581	F19HA_6311	DEFSS
150.025	3.5	Congruent	-	0.957	M10_4FS_6817	DEFSS
154.575	3	Incongruent	pCI	0.841	F2HS_3448	DEFSS
158.623	2.5	Incongruent	pII	0.876	F10HA_4379	DEFSS
162.174	4	Congruent	-	0.987	M14FA_7960	DEFSS
167.249	3	Congruent	-	1.18	F30FA_8552	DEFSS
171.296	3.5	Incongruent	pCI	0.731	M8HA_5828	DEFSS
175.845	2	Incongruent	pII	1.007	F35FS_8451	DEFSS
178.894	2.5	Congruent	-	0.64	M1HS_4301	DEFSS
182.441	2.5	Congruent	-	0.732	F37FA_9020	DEFSS
185.99	3.5	Incongruent	pCI	0.878	M11FS_6953	DEFSS
190.539	3	Incongruent	pII	0.575	F34HA_8219	DEFSS
194.591	4	Congruent	-	0.817	F10FS_4426	DEFSS
199.639	2	Congruent	-	0.623	M16HS_8633	DEFSS
202.689	3	Incongruent	pCI	1.13	M5HA_5140	DEFSS
206.735	2	Incongruent	pII	0.916	F12FA_5062	DEFSS
209.784	3.5	Congruent	-	0.805	F16HS_5924	DEFSS
214.332	4	Congruent	-	0.697	M2FA_4644	DEFSS
219.386	2.5	Incongruent	pCI	0.851	M16FS_8676	DEFSS
222.939	3.5	Incongruent	pII	0.83	F6HA_3882	DEFSS
227.49	4	Congruent	-	0.56	F19FS_6344	DEFSS
232.545	2.5	Congruent	-	0.936	M8FA_5885	DEFSS
236.098	2	Incongruent	pCI	0.968	F32HS_7996	DEFSS
239.146	3	Incongruent	pII	0.944	M19HA_9066	DEFSS
243.196	2.5	Congruent	-	0.881	M3FS_4775	DEFSS
246.747	4	Congruent	-	1.108	F3HA_3545	DEFSS
251.795	3	Incongruent	pCI	0.733	M9FA_6121	DEFSS
255.846	2	Incongruent	pII	0.951	F14FA_5638	DEFSS
258.895	3.5	Congruent	-	0.948	M6HS_5354	DEFSS
263.446	2.5	Congruent	-	0.741	F21HS_6544	DEFSS
266.996	2	Incongruent	pCI	0.798	M17FS_8783	DEFSS
270.045	3	Incongruent	pII	0.9	F37HA_8965	DEFSS
274.097	3.5	Congruent	-	0.923	M12HA_7030	DEFSS
278.644	4	Congruent	-	0.772	F31FS_7861	DEFSS
283.693	2	Incongruent	pCI	1.022	F3FA_3605	DEFSS
286.74	4	Incongruent	pII	1.252	M3HS_4695	DEFSS
291.787	3	Congruent	-	0.694	M11FA_6969	DEFSS
295.837	3.5	Congruent	-	0.664	F14HS_5590	DEFSS
300.387	2.5	Incongruent	pCI	0.749	M12FS_7070	DEFSS
303.938	3.5	Incongruent	pII	0.936	F6FS_3906	DEFSS
308.487	2	Congruent	-	0.944	M7HA_5500	DEFSS
311.535	4	Congruent	-	0.999	F23FA_7228	DEFSS
316.584	3	Incongruent	pCI	0.65	F31HA_8583	DEFSS
320.634	2.5	Incongruent	pII	0.661	M11HS_6885	DEFSS
324.184	2.5	Congruent	-	0.781	M3FA_4789	DEFSS
327.732	2	Congruent	-	1.051	F34FS_8257	DEFSS
330.78	3	Incongruent	pCI	0.704	M17HS_8732	DEFSS
334.853	3.5	Incongruent	pII	0.956	F7FA_4040	DEFSS
339.403	4	Congruent	-	0.832	F10HS_4372	DEFSS
344.449	2	Congruent	-	0.698	M1FS_4325	DEFSS
347.497	3.5	Incongruent	pCI	0.875	M6_1FA_5445	DEFSS
352.048	4	Incongruent	pII	1.019	F35HA_8422	DEFSS
357.094	3	Congruent	-	0.649	M16HA_8638	DEFSS
361.171	2.5	Congruent	-	0.725	F12FS_5036	DEFSS
364.745	2	Incongruent	pCI	0.771	F1HS_3423	DEFSS
367.794	3.5	Incongruent	pII	0.939	M7FA_5539	DEFSS
372.343	3	Congruent	-	1.064	F34FA_8267	DEFSS
376.418	2.5	Congruent	-	0.713	M8HS_5817	DEFSS
379.969	4	Incongruent	pCI	0.597	F23FS_7205	DEFSS
385.017	2.5	Incongruent	pII	1.301	M1HA_4302	DEFSS
388.589	3	Congruent	-	0.97	M5FS_5188	DEFSS
392.638	2	Congruent	-	0.706	F18HA_6193	DEFSS
395.688	4	Incongruent	pCI	1.13	M20FA_9277	DEFSS
400.761	3.5	Incongruent	pII	0.573	F10FA_4434	DEFSS
405.311	3.5	Congruent	-	0.603	F7HS_3986	DEFSS
409.861	2.5	Congruent	-	0.643	M12HS_7022	DEFSS
413.414	3	Incongruent	pCI	0.699	M7FS_5530	DEFSS
417.464	2	Incongruent	pII	0.958	F21HA_6550	DEFSS
420.515	4	Congruent	-	1.011	M17HA_8742	DEFSS
425.564	3	Congruent	-	0.625	F39FS_9475	DEFSS
429.611	3.5	Incongruent	pCI	0.967	M11HA_6890	DEFSS
434.159	4	Incongruent	pII	0.776	F19FA_6353	DEFSS
439.207	2.5	Congruent	-	0.712	M15FA_8374	DEFSS
442.783	2	Congruent	-	1.136	F13HS_5255	DEFSS
445.831	2.5	Incongruent	pCI	2.169	M20HS_9191	DEFSS
449.379	3	Incongruent	pII	0.825	M6FS_5422	DEFSS
453.43	3.5	Congruent	-	0.874	F16HA_5934	DEFSS
457.977	2	Congruent	-	1.015	M18FA_8913	DEFSS
461.03	4	Incongruent	pCI	1.048	F39HS_9426	DEFSS
466.074	4	Incongruent	pII	1.804	F3FS_3596	DEFSS
471.118	3	Congruent	-	0.941	M8FS_5869	DEFSS
475.169	2	Congruent	-	0.6	M4HS_4862	DEFSS
478.214	3.5	Incongruent	pCI	0.966	F2HA_3451	DEFSS
482.762	2.5	Incongruent	pII	0.895	M10HA_6772	DEFSS
486.312	4	Congruent	-	1.069	F18FS_6229	DEFSS
491.364	3.5	Congruent	-	0.734	F31HS_8581	DEFSS
495.917	2	Incongruent	pCI	0.9	M12FA_7082	DEFSS
498.993	3	Incongruent	pII	1.027	F12HA_5004	DEFSS
503.041	2.5	Congruent	-	0.81	F6FA_3922	DEFSS
506.591	2.5	Congruent	-	0.893	M5HS_5134	DEFSS
510.142	2	Incongruent	pCI	1.3	M14HS_7912	DEFSS
513.192	3	Incongruent	pII	0.951	F32FS_8041	DEFSS
517.239	3.5	Congruent	-	0.775	M19FA_9129	DEFSS
521.79	4	Congruent	-	1.553	F34HS_8209	DEFSS
526.861	4	Incongruent	pCI	1.172	M18HA_8854	DEFSS
531.913	2.5	Incongruent	pII	0.887	F16FA_5992	DEFSS
535.46	2	Congruent	-	0.735	F37FS_9007	DEFSS
538.534	3	Congruent	-	0.425	M3HA_4707	DEFSS
542.583	3.5	Incongruent	pCI	0.409	M15FS_8364	DEFSS
547.133	4	Incongruent	pII	1.252	F13FA_5314	DEFSS
552.187	3	Congruent	-	0.749	F14HA_5595	DEFSS
556.235	2.5	Congruent	-	0.914	M5FA_5198	DEFSS
559.786	2	Incongruent	pCI	0.797	F2FA_3491	DEFSS
562.859	3.5	Incongruent	pII	0.752	F23HS_7148	DEFSS
567.409	2.5	Congruent	-	0.655	M18FS_8888	DEFSS
570.957	3.5	Congruent	-	0.652	F30HA_8500	DEFSS
575.505	4	Incongruent	pCI	0.709	M7HS_5497	DEFSS
580.556	3	Incongruent	pII	0.557	F14FS_5632	DEFSS
584.606	2	Congruent	-	1.063	M2HA_4506	DEFSS
587.654	4	Congruent	-	0.712	F21FA_6608	DEFSS
592.703	3	Incongruent	pCI	0.882	F6HS_3875	DEFSS
596.752	3.5	Incongruent	pII	0.704	M19HS_9059	DEFSS
601.3	2.5	Congruent	-	0.585	F4FS_3704	DEFSS
604.848	2	Congruent	-	0.835	F32HA_7998	DEFSS
607.895	2.5	Incongruent	pCI	0.774	M6HA_5360	DEFSS
611.444	2	Incongruent	pII	0.79	M16FA_8681	DEFSS
614.495	4	Congruent	-	0.651	F19HS_6297	DEFSS
619.57	3	Congruent	-	0.782	F35FA_8465	DEFSS
623.618	3.5	Incongruent	pCI	1.281	M4FS_4935	DEFSS
628.165	2	Incongruent	pII	1.134	F37HS_8954	DEFSS
631.212	2.5	Congruent	-	0.565	F30FS_8546	DEFSS
634.762	3.5	Congruent	-	0.8	M9HS_6054	DEFSS
639.311	3	Incongruent	pCI	0.642	F31FA_7873	DEFSS
