onset	duration	trial_type	trial_type_2	response_time	identifier	database
0.06	2	Congruent	-	1.278	M9FS_6104	DEFSS
3.16	3	Congruent	-	1.018	F13HA_5265	DEFSS
7.251	2.5	Incongruent	pCI	0.857	M4HA_4877	DEFSS
10.865	4	Incongruent	pII	0.858	F7FS_4016	DEFSS
15.948	3.5	Congruent	-	0.85	F30HS_8495	DEFSS
20.534	4	Congruent	-	0.664	M4FA_4941	DEFSS
25.615	2	Incongruent	pCI	0.933	F32FA_8053	DEFSS
28.694	2.5	Incongruent	pII	1.054	M10HS_6767	DEFSS
32.273	3.5	Congruent	-	0.885	F23HA_7156	DEFSS
36.855	3	Congruent	-	0.628	F13FS_5292	DEFSS
40.933	3.5	Incongruent	pCI	1.41	F4HS_3664	DEFSS
45.509	4	Incongruent	pII	1.039	M20HA_9192	DEFSS
50.591	2.5	Congruent	-	0.822	F18FA_6243	DEFSS
54.15	2	Congruent	-	0.663	M18HS_8848	DEFSS
57.234	3	Incongruent	pCI	1.054	M14FS_7958	DEFSS
61.302	2.5	Incongruent	pII	1.081	F39HA_9433	DEFSS
64.881	3.5	Congruent	-	0.797	M10_FA_6823	DEFSS
69.47	2	Congruent	-	0.588	F12HS_5000	DEFSS
72.559	4	Incongruent	pCI	1.109	M17FA_8799	DEFSS
77.649	3	Incongruent	pII	1.259	F2FS_3470	DEFSS
81.742	2	Congruent	-	0.861	M14HA_7913	DEFSS
84.792	4	Congruent	-	1.016	F7HA_3985	DEFSS
89.847	3.5	Incongruent	pCI	1.406	M2FS_4636	DEFSS
94.435	3	Incongruent	pII	0.698	F18HS_6186	DEFSS
98.518	2.5	Congruent	-	0.915	F39FA_9489	DEFSS
102.103	3	Congruent	-	1.25	M2HS_4493	DEFSS
106.185	2	Incongruent	pCI	0.908	F1HA_3424	DEFSS
109.268	3.5	Incongruent	pII	1.19	M6FA__5449	DEFSS
113.849	4	Congruent	-	0.944	M19FS_9117	DEFSS
118.935	2.5	Congruent	-	0.878	F35HS_8418	DEFSS
122.519	2	Incongruent	pCI	1.101	F16FS_5978	DEFSS
125.606	4	Incongruent	pII	0.904	M1FA_4336	DEFSS
130.692	3.5	Congruent	-	1.063	M9HA_6057	DEFSS
135.274	3	Congruent	-	0.866	F4FA_3712	DEFSS
139.324	2.5	Incongruent	pCI	1.061	M15HS_8316	DEFSS
142.908	3.5	Incongruent	pII	0.892	F21FS_6587	DEFSS
147.493	2	Congruent	-	1.427	F19HA_6311	DEFSS
150.575	2.5	Congruent	-	1.08	M10_4FS_6817	DEFSS
154.161	4	Incongruent	pCI	1.049	F2HS_3448	DEFSS
159.241	3	Incongruent	pII	1.424	F10HA_4379	DEFSS
163.298	4	Congruent	-	0.792	M14FA_7960	DEFSS
168.374	2	Congruent	-	1.571	F30FA_8552	DEFSS
171.453	2.5	Incongruent	pCI	1.257	M8HA_5828	DEFSS
175.035	3.5	Incongruent	pII	0.61	F35FS_8451	DEFSS
179.614	3	Congruent	-	1.446	M1HS_4301	DEFSS
183.697	2	Congruent	-	1.063	F37FA_9020	DEFSS
186.775	3.5	Incongruent	pCI	-0.099	M11FS_6953	DEFSS
191.323	3	Incongruent	pII	0.797	F34HA_8219	DEFSS
195.405	2.5	Congruent	-	0.935	F10FS_4426	DEFSS
198.986	4	Congruent	-	1.019	M16HS_8633	DEFSS
204.071	4	Incongruent	pCI	1.369	M5HA_5140	DEFSS
209.151	3	Incongruent	pII	1.314	F12FA_5062	DEFSS
213.244	3.5	Congruent	-	0.936	F16HS_5924	DEFSS
217.824	2.5	Congruent	-	-0.099	M2FA_4644	DEFSS
221.372	2	Incongruent	pCI	1.278	M16FS_8676	DEFSS
224.451	2	Incongruent	pII	1.049	F6HA_3882	DEFSS
227.512	3	Congruent	-	0.623	F19FS_6344	DEFSS
231.592	2.5	Congruent	-	0.338	M8FA_5885	DEFSS
235.179	4	Incongruent	pCI	1.181	F32HS_7996	DEFSS
240.263	3.5	Incongruent	pII	0.647	M19HA_9066	DEFSS
244.854	3.5	Congruent	-	1.526	M3FS_4775	DEFSS
249.436	2	Congruent	-	0.819	F3HA_3545	DEFSS
252.517	2.5	Incongruent	pCI	0.858	M9FA_6121	DEFSS
256.099	3	Incongruent	pII	-0.099	F14FA_5638	DEFSS
260.148	4	Congruent	-	1.377	M6HS_5354	DEFSS
265.23	2	Congruent	-	2.315	F21HS_6544	DEFSS
268.312	4	Incongruent	pCI	0.623	M17FS_8783	DEFSS
273.393	3.5	Incongruent	pII	0.947	F37HA_8965	DEFSS
277.987	2.5	Congruent	-	1.438	M12HA_7030	DEFSS
281.567	3	Congruent	-	0.813	F31FS_7861	DEFSS
285.645	3.5	Incongruent	pCI	0.705	F3FA_3605	DEFSS
290.214	3	Incongruent	pII	1.196	M3HS_4695	DEFSS
294.296	2	Congruent	-	0.649	M11FA_6969	DEFSS
297.377	2.5	Congruent	-	0.698	F14HS_5590	DEFSS
300.962	4	Incongruent	pCI	0.923	M12FS_7070	DEFSS
306.054	3.5	Incongruent	pII	1.071	F6FS_3906	DEFSS
310.641	4	Congruent	-	0.704	M7HA_5500	DEFSS
315.722	3	Congruent	-	-0.099	F23FA_7228	DEFSS
319.77	2.5	Incongruent	pCI	1.085	F31HA_8583	DEFSS
323.36	2	Incongruent	pII	1.15	M11HS_6885	DEFSS
326.442	3.5	Congruent	-	1.028	M3FA_4789	DEFSS
331.021	4	Congruent	-	1.114	F34FS_8257	DEFSS
336.067	2.5	Incongruent	pCI	0.843	M17HS_8732	DEFSS
339.647	3	Incongruent	pII	1.563	F7FA_4040	DEFSS
343.727	2	Congruent	-	0.623	F10HS_4372	DEFSS
346.806	3.5	Congruent	-	1.034	M1FS_4325	DEFSS
351.387	2	Incongruent	pCI	0.983	M6_1FA_5445	DEFSS
354.455	2.5	Incongruent	pII	1.185	F35HA_8422	DEFSS
358.031	3	Congruent	-	0.674	M16HA_8638	DEFSS
362.105	4	Congruent	-	0.92	F12FS_5036	DEFSS
367.192	2	Incongruent	pCI	0.863	F1HS_3423	DEFSS
370.274	2.5	Incongruent	pII	0.776	M7FA_5539	DEFSS
373.863	3	Congruent	-	1.227	F34FA_8267	DEFSS
377.943	3.5	Congruent	-	0.602	M8HS_5817	DEFSS
382.524	4	Incongruent	pCI	1.366	F23FS_7205	DEFSS
387.602	4	Incongruent	pII	1.043	M1HA_4302	DEFSS
392.683	2.5	Congruent	-	0.797	M5FS_5188	DEFSS
396.229	2	Congruent	-	0.621	F18HA_6193	DEFSS
399.311	3	Incongruent	pCI	0.679	M20FA_9277	DEFSS
403.394	3.5	Incongruent	pII	0.981	F10FA_4434	DEFSS
407.97	3	Congruent	-	-0.099	F7HS_3986	DEFSS
412.017	3.5	Congruent	-	0.928	M12HS_7022	DEFSS
416.597	4	Incongruent	pCI	0.718	M7FS_5530	DEFSS
421.675	2.5	Incongruent	pII	0.925	F21HA_6550	DEFSS
425.257	2	Congruent	-	0.613	M17HA_8742	DEFSS
428.343	3.5	Congruent	-	1.107	F39FS_9475	DEFSS
432.922	2	Incongruent	pCI	0.863	M11HA_6890	DEFSS
436.003	3	Incongruent	pII	1.038	F19FA_6353	DEFSS
440.085	4	Congruent	-	1.491	M15FA_8374	DEFSS
445.166	2.5	Congruent	-	0.725	F13HS_5255	DEFSS
448.745	3	Incongruent	pCI	1.426	M20HS_9191	DEFSS
452.829	2	Incongruent	pII	1.442	M6FS_5422	DEFSS
455.909	2.5	Congruent	-	0.917	F16HA_5934	DEFSS
459.491	3.5	Congruent	-	0.965	M18FA_8913	DEFSS
464.068	4	Incongruent	pCI	0.798	F39HS_9426	DEFSS
469.151	2	Incongruent	pII	1.25	F3FS_3596	DEFSS
472.229	3.5	Congruent	-	-0.099	M8FS_5869	DEFSS
476.776	2.5	Congruent	-	0.645	M4HS_4862	DEFSS
480.349	3	Incongruent	pCI	0.752	F2HA_3451	DEFSS
484.429	4	Incongruent	pII	0.897	M10HA_6772	DEFSS
489.508	3	Congruent	-	0.633	F18FS_6229	DEFSS
493.591	4	Congruent	-	1.55	F31HS_8581	DEFSS
498.678	3.5	Incongruent	pCI	0.823	M12FA_7082	DEFSS
503.272	2.5	Incongruent	pII	2.139	F12HA_5004	DEFSS
506.854	2	Congruent	-	0.777	F6FA_3922	DEFSS
509.939	4	Congruent	-	0.617	M5HS_5134	DEFSS
515.025	2.5	Incongruent	pCI	1.071	M14HS_7912	DEFSS
518.602	3.5	Incongruent	pII	0.919	F32FS_8041	DEFSS
523.187	2	Congruent	-	-0.099	M19FA_9129	DEFSS
526.235	3	Congruent	-	-0.099	F34HS_8209	DEFSS
530.282	2	Incongruent	pCI	1.819	M18HA_8854	DEFSS
533.365	2.5	Incongruent	pII	0.591	F16FA_5992	DEFSS
536.944	3	Congruent	-	1.282	F37FS_9007	DEFSS
541.029	4	Congruent	-	0.822	M3HA_4707	DEFSS
546.109	3.5	Incongruent	pCI	0.757	M15FS_8364	DEFSS
550.696	3.5	Incongruent	pII	1.075	F13FA_5314	DEFSS
555.282	4	Congruent	-	0.609	F14HA_5595	DEFSS
560.362	3	Congruent	-	0.999	M5FA_5198	DEFSS
564.449	2.5	Incongruent	pCI	0.662	F2FA_3491	DEFSS
568.004	2	Incongruent	pII	0.777	F23HS_7148	DEFSS
571.088	4	Congruent	-	0.958	M18FS_8888	DEFSS
576.175	2	Congruent	-	0.661	F30HA_8500	DEFSS
579.266	2.5	Incongruent	pCI	0.69	M7HS_5497	DEFSS
582.854	3	Incongruent	pII	0.682	F14FS_5632	DEFSS
586.938	3.5	Congruent	-	0.843	M2HA_4506	DEFSS
591.486	3.5	Congruent	-	1.03	F21FA_6608	DEFSS
596.065	2.5	Incongruent	pCI	0.921	F6HS_3875	DEFSS
599.644	2	Incongruent	pII	0.602	M19HS_9059	DEFSS
602.719	4	Congruent	-	1.317	F4FS_3704	DEFSS
607.799	3	Congruent	-	0.737	F32HA_7998	DEFSS
611.88	2	Incongruent	pCI	1.001	M6HA_5360	DEFSS
614.958	4	Incongruent	pII	1.178	M16FA_8681	DEFSS
620.04	3.5	Congruent	-	1.226	F19HS_6297	DEFSS
624.621	2.5	Congruent	-	1.165	F35FA_8465	DEFSS
628.2	3	Incongruent	pCI	1.231	M4FS_4935	DEFSS
632.273	3.5	Incongruent	pII	1.063	F37HS_8954	DEFSS
636.82	4	Congruent	-	1.131	F30FS_8546	DEFSS
641.9	2	Congruent	-	1.191	M9HS_6054	DEFSS
644.984	2.5	Incongruent	pCI	1.637	F31FA_7873	DEFSS
648.562	3	Incongruent	pII	1.339	F4HA_3668	DEFSS
652.644	4	Congruent	-	1.112	M15HA_8321	DEFSS
657.721	2	Incongruent	pCI	1.08	F3HS_3540	DEFSS
660.8	3.5	Incongruent	pII	1.611	M20FS_9236	DEFSS
