onset	duration	interstimulus_interval	trial_type	trial_type_2	target_condition	distractor	response	response_time	correct	identifier	database
0.062	1	3.5	Congruent	n/a	FEAR	FEAR	FEAR	1.19	1	M9FS_6104	NIMH-ChEFS
4.649	1	4	Congruent	n/a	HAPPY	HAPPY	HAPPY	1.538	1	F13HA_5265	NIMH-ChEFS
9.735	1	2	Incongruent	pCI	HAPPY	FEAR	HAPPY	1.287	1	M4HA_4877	NIMH-ChEFS
12.827	1	2.5	Incongruent	pII	FEAR	HAPPY	FEAR	1.6	1	F7FS_4016	NIMH-ChEFS
16.403	1	3	Congruent	n/a	HAPPY	HAPPY	HAPPY	1.404	1	F30HS_8495	NIMH-ChEFS
20.484	1	4	Congruent	n/a	FEAR	FEAR	FEAR	1.378	1	M4FA_4941	NIMH-ChEFS
25.53	1	2	Incongruent	pCI	FEAR	HAPPY	FEAR	1.492	1	F32FA_8053	NIMH-ChEFS
28.598	1	3.5	Incongruent	pII	HAPPY	FEAR	HAPPY	1.569	1	M10HS_6767	NIMH-ChEFS
33.173	1	2.5	Congruent	n/a	HAPPY	HAPPY	HAPPY	1.554	1	F23HA_7156	NIMH-ChEFS
36.756	1	3	Congruent	n/a	FEAR	FEAR	FEAR	1.376	1	F13FS_5292	NIMH-ChEFS
40.832	1	4	Incongruent	pCI	HAPPY	FEAR	HAPPY	1.49	1	F4HS_3664	NIMH-ChEFS
45.912	1	3	Incongruent	pII	HAPPY	FEAR	HAPPY	1.57	1	M20HA_9192	NIMH-ChEFS
49.992	1	2.5	Congruent	n/a	FEAR	FEAR	FEAR	1.57	1	F18FA_6243	NIMH-ChEFS
53.568	1	3.5	Congruent	n/a	HAPPY	HAPPY	HAPPY	1.494	1	M18HS_8848	NIMH-ChEFS
58.144	1	2	Incongruent	pCI	FEAR	HAPPY	FEAR	1.368	1	M14FS_7958	NIMH-ChEFS
61.222	1	4	Incongruent	pII	HAPPY	FEAR	HAPPY	1.4	1	F39HA_9433	NIMH-ChEFS
66.299	1	2.5	Congruent	n/a	FEAR	FEAR	FEAR	1.323	1	M10_FA_6823	NIMH-ChEFS
